x_m	y_m	psi_m	psi_error	x_error	y_error	Absolute Time	tau_commanded_psi	tau_commanded_x	tau_commanded_y	tau_psi	tau_surge	tau_sway	psi_ref_filter	x_ref_filter	y_ref_filter
1492,050570	-493,396391	5,266481	5,428685	-0,006925	-0,003768	3584074667,982626	-0,007075	-0,026434	0,001131	-0,020845	0,002202	-0,000745	0,000000	1499,033063	-489,632380
1491,970470	-493,393720	5,244687	5,415253	-0,006921	-0,003749	3584074667,992630	-0,007079	-0,026408	0,001132	-0,020793	0,002200	-0,000752	0,000000	1499,006830	-489,648609
1491,970470	-493,393720	5,244687	5,407148	-0,006909	-0,003731	3584074668,002627	-0,007084	-0,026382	0,001133	-0,020762	0,002194	-0,000758	0,000000	1498,980583	-489,664826
1491,970470	-493,393720	5,244687	5,393634	-0,006923	-0,003712	3584074668,012642	-0,007089	-0,026356	0,001134	-0,020710	0,002198	-0,000764	0,000000	1498,954324	-489,681031
1491,934511	-493,392968	5,223407	5,385478	-0,006920	-0,003695	3584074668,022626	-0,007094	-0,026330	0,001135	-0,020679	0,002197	-0,000771	0,000000	1498,928051	-489,697224
1491,934511	-493,392968	5,223407	5,380561	-0,006909	-0,003678	3584074668,032639	-0,007098	-0,026304	0,001137	-0,020660	0,002192	-0,000776	0,000000	1498,901765	-489,713407
1491,861997	-493,391719	5,204158	5,369176	-0,006905	-0,003661	3584074668,042630	-0,007103	-0,026278	0,001138	-0,020616	0,002190	-0,000782	0,000000	1498,875466	-489,729577
1491,782398	-493,406671	5,183966	5,362307	-0,006893	-0,003644	3584074668,052630	-0,007107	-0,026252	0,001139	-0,020590	0,002185	-0,000787	0,000000	1498,849154	-489,745737
1491,782398	-493,406671	5,183966	5,350547	-0,006904	-0,003627	3584074668,062629	-0,007112	-0,026225	0,001140	-0,020545	0,002188	-0,000794	0,000000	1498,822830	-489,761885
1491,782398	-493,406671	5,183966	5,335459	-0,006931	-0,003617	3584074668,072644	-0,007116	-0,026199	0,001141	-0,020487	0,002197	-0,000798	0,000000	1498,796493	-489,778022
1491,726228	-493,449245	5,164110	5,326353	-0,006938	-0,003604	3584074668,082629	-0,007121	-0,026173	0,001143	-0,020452	0,002198	-0,000802	0,000000	1498,770143	-489,794148
1491,670085	-493,437541	5,146877	5,320861	-0,006931	-0,003590	3584074668,092635	-0,007126	-0,026147	0,001144	-0,020431	0,002195	-0,000807	0,000000	1498,743781	-489,810263
1491,670085	-493,437541	5,146877	5,309692	-0,006939	-0,003592	3584074668,102630	-0,007130	-0,026120	0,001145	-0,020388	0,002197	-0,000805	0,000000	1498,717406	-489,826367
1491,606847	-493,510262	5,127250	5,296133	-0,006955	-0,003582	3584074668,112632	-0,007135	-0,026094	0,001147	-0,020336	0,002203	-0,000808	0,000000	1498,691019	-489,842460
1491,606847	-493,510262	5,127250	5,287950	-0,006955	-0,003569	3584074668,122627	-0,007140	-0,026067	0,001148	-0,020304	0,002202	-0,000812	0,000000	1498,664621	-489,858542
1491,565477	-493,531240	5,110399	5,275247	-0,006969	-0,003584	3584074668,132633	-0,007145	-0,026040	0,001149	-0,020255	0,002207	-0,000804	0,000000	1498,638210	-489,874614
1491,565477	-493,531240	5,110399	5,267582	-0,006967	-0,003587	3584074668,142631	-0,007150	-0,026014	0,001151	-0,020226	0,002206	-0,000802	0,000000	1498,611787	-489,890674
1491,565477	-493,531240	5,110399	5,256290	-0,006972	-0,003591	3584074668,152632	-0,007155	-0,025987	0,001152	-0,020183	0,002208	-0,000799	0,000000	1498,585352	-489,906724
1491,505312	-493,577923	5,094956	5,249477	-0,006964	-0,003587	3584074668,162634	-0,007160	-0,025960	0,001153	-0,020157	0,002205	-0,000799	0,000000	1498,558905	-489,922763
1491,465087	-493,613702	5,079319	5,245371	-0,006949	-0,003578	3584074668,172637	-0,007164	-0,025933	0,001155	-0,020141	0,002199	-0,000801	0,000000	1498,532447	-489,938791
1491,465087	-493,613702	5,079319	5,236787	-0,006953	-0,003584	3584074668,182632	-0,007169	-0,025906	0,001156	-0,020108	0,002200	-0,000797	0,000000	1498,505976	-489,954809
1491,439711	-493,650448	5,063641	5,225420	-0,006961	-0,003596	3584074668,192635	-0,007173	-0,025878	0,001157	-0,020064	0,002203	-0,000791	0,000000	1498,479495	-489,970815
1491,439711	-493,650448	5,063641	5,218562	-0,006956	-0,003597	3584074668,202632	-0,007178	-0,025851	0,001158	-0,020038	0,002201	-0,000789	0,000000	1498,453002	-489,986812
1491,409299	-493,690329	5,049048	5,208223	-0,006952	-0,003606	3584074668,212638	-0,007183	-0,025824	0,001160	-0,019998	0,002200	-0,000783	0,000000	1498,426497	-490,002797
1491,409299	-493,690329	5,049048	5,201985	-0,006939	-0,003605	3584074668,222629	-0,007187	-0,025796	0,001161	-0,019974	0,002195	-0,000782	0,000000	1498,399981	-490,018772
1491,349381	-493,693829	5,035150	5,192450	-0,006933	-0,003614	3584074668,232639	-0,007191	-0,025768	0,001162	-0,019938	0,002193	-0,000777	0,000000	1498,373454	-490,034736
1491,349381	-493,693829	5,035150	5,186699	-0,006918	-0,003613	3584074668,242635	-0,007196	-0,025741	0,001163	-0,019915	0,002188	-0,000775	0,000000	1498,346916	-490,050690
1491,349381	-493,693829	5,035150	5,177733	-0,006923	-0,003607	3584074668,252651	-0,007200	-0,025713	0,001164	-0,019881	0,002189	-0,000777	0,000000	1498,320367	-490,066632
1491,262924	-493,723332	5,019765	5,172325	-0,006915	-0,003598	3584074668,262637	-0,007204	-0,025685	0,001165	-0,019860	0,002186	-0,000779	0,000000	1498,293806	-490,082565
1491,250714	-493,756657	5,006711	5,169067	-0,006900	-0,003586	3584074668,272640	-0,007208	-0,025657	0,001166	-0,019848	0,002180	-0,000783	0,000000	1498,267235	-490,098486
1491,250714	-493,756657	5,006711	5,161019	-0,006915	-0,003584	3584074668,282635	-0,007211	-0,025630	0,001167	-0,019817	0,002185	-0,000783	0,000000	1498,240653	-490,114397
1491,176696	-493,780002	4,992782	5,150999	-0,006918	-0,003590	3584074668,292637	-0,007215	-0,025602	0,001168	-0,019778	0,002186	-0,000779	0,000000	1498,214060	-490,130297
1491,176696	-493,780002	4,992782	5,144954	-0,006909	-0,003587	3584074668,302635	-0,007219	-0,025574	0,001169	-0,019755	0,002183	-0,000779	0,000000	1498,187456	-490,146187
1491,121203	-493,817528	4,979486	5,135798	-0,006922	-0,003588	3584074668,312637	-0,007222	-0,025546	0,001170	-0,019720	0,002187	-0,000778	0,000000	1498,160841	-490,162066
1491,121203	-493,817528	4,979486	5,130276	-0,006920	-0,003582	3584074668,322632	-0,007226	-0,025517	0,001171	-0,019699	0,002186	-0,000779	0,000000	1498,134216	-490,177934
1491,055319	-493,836638	4,965992	5,121687	-0,006930	-0,003588	3584074668,332642	-0,007230	-0,025489	0,001172	-0,019666	0,002189	-0,000775	0,000000	1498,107581	-490,193792
1491,055319	-493,836638	4,965992	5,116507	-0,006926	-0,003585	3584074668,342636	-0,007234	-0,025461	0,001173	-0,019646	0,002188	-0,000775	0,000000	1498,080935	-490,209639
1491,012403	-493,883091	4,951761	5,108045	-0,006938	-0,003584	3584074668,352638	-0,007237	-0,025432	0,001174	-0,019613	0,002192	-0,000775	0,000000	1498,054278	-490,225475
1491,012403	-493,883091	4,951761	5,102942	-0,006935	-0,003577	3584074668,362638	-0,007241	-0,025404	0,001175	-0,019594	0,002191	-0,000776	0,000000	1498,027612	-490,241300
1490,975168	-493,890908	4,939375	5,094236	-0,006940	-0,003586	3584074668,372639	-0,007245	-0,025375	0,001176	-0,019560	0,002192	-0,000772	0,000000	1498,000935	-490,257115
1490,975168	-493,890908	4,939375	5,088986	-0,006932	-0,003584	3584074668,382638	-0,007248	-0,025347	0,001177	-0,019540	0,002189	-0,000771	0,000000	1497,974247	-490,272919
1490,997372	-493,938887	4,925384	5,080920	-0,006932	-0,003580	3584074668,392642	-0,007252	-0,025318	0,001178	-0,019509	0,002189	-0,000771	0,000000	1497,947550	-490,288712
1490,997372	-493,938887	4,925384	5,076057	-0,006921	-0,003572	3584074668,402637	-0,007255	-0,025289	0,001179	-0,019491	0,002185	-0,000774	0,000000	1497,920843	-490,304494
1490,886969	-493,925073	4,911958	5,067590	-0,006895	-0,003579	3584074668,412641	-0,007258	-0,025260	0,001180	-0,019458	0,002176	-0,000768	0,000000	1497,894126	-490,320266
1490,886969	-493,925073	4,911958	5,062484	-0,006869	-0,003578	3584074668,422637	-0,007261	-0,025232	0,001181	-0,019439	0,002167	-0,000767	0,000000	1497,867398	-490,336026
1490,886969	-493,925073	4,911958	5,054094	-0,006886	-0,003565	3584074668,432640	-0,007264	-0,025203	0,001182	-0,019406	0,002172	-0,000771	0,000000	1497,840661	-490,351776
1490,864819	-493,999653	4,895724	5,049035	-0,006886	-0,003551	3584074668,442641	-0,007267	-0,025174	0,001182	-0,019387	0,002171	-0,000776	0,000000	1497,813915	-490,367515
1490,864819	-493,999653	4,895724	5,045988	-0,006875	-0,003536	3584074668,452656	-0,007270	-0,025145	0,001183	-0,019375	0,002167	-0,000781	0,000000	1497,787158	-490,383243
1490,788535	-493,988427	4,880497	5,037731	-0,006867	-0,003551	3584074668,462642	-0,007273	-0,025116	0,001184	-0,019343	0,002165	-0,000773	0,000000	1497,760392	-490,398960
1490,795098	-493,983088	4,864629	5,032751	-0,006851	-0,003553	3584074668,472642	-0,007275	-0,025087	0,001185	-0,019324	0,002159	-0,000770	0,000000	1497,733617	-490,414666
1490,795098	-493,983088	4,864629	5,023725	-0,006861	-0,003544	3584074668,482641	-0,007277	-0,025058	0,001185	-0,019290	0,002162	-0,000773	0,000000	1497,706831	-490,430361
1490,722444	-493,996921	4,848337	5,012000	-0,006854	-0,003530	3584074668,492642	-0,007280	-0,025029	0,001186	-0,019245	0,002159	-0,000778	0,000000	1497,680037	-490,446045
1490,722444	-493,996921	4,848337	5,004926	-0,006840	-0,003516	3584074668,502641	-0,007282	-0,025000	0,001187	-0,019218	0,002153	-0,000782	0,000000	1497,653233	-490,461718
1490,650034	-494,072824	4,830658	4,994213	-0,006849	-0,003506	3584074668,512659	-0,007284	-0,024971	0,001187	-0,019176	0,002156	-0,000785	0,000000	1497,626420	-490,477380
1490,650034	-494,072824	4,830658	4,987750	-0,006844	-0,003494	3584074668,522637	-0,007287	-0,024942	0,001188	-0,019152	0,002154	-0,000789	0,000000	1497,599598	-490,493031
1490,630718	-494,078966	4,812066	4,976857	-0,006859	-0,003511	3584074668,532644	-0,007289	-0,024913	0,001189	-0,019110	0,002160	-0,000781	0,000000	1497,572766	-490,508670
1490,630718	-494,078966	4,812066	4,970285	-0,006857	-0,003515	3584074668,542643	-0,007291	-0,024883	0,001190	-0,019085	0,002159	-0,000778	0,000000	1497,545926	-490,524299
1490,519813	-494,104676	4,793855	4,958965	-0,006853	-0,003514	3584074668,552645	-0,007294	-0,024854	0,001190	-0,019041	0,002157	-0,000777	0,000000	1497,519076	-490,539916
1490,519813	-494,104676	4,793855	4,952135	-0,006840	-0,003507	3584074668,562642	-0,007296	-0,024825	0,001191	-0,019015	0,002153	-0,000778	0,000000	1497,492218	-490,555523
1490,484471	-494,143478	4,774174	4,940809	-0,006865	-0,003506	3584074668,572648	-0,007298	-0,024795	0,001192	-0,018971	0,002161	-0,000778	0,000000	1497,465351	-490,571118
1490,484471	-494,143478	4,774174	4,933976	-0,006870	-0,003500	3584074668,582643	-0,007301	-0,024766	0,001192	-0,018945	0,002163	-0,000779	0,000000	1497,438475	-490,586701
1490,424884	-494,172396	4,753236	4,922067	-0,006876	-0,003505	3584074668,592646	-0,007303	-0,024736	0,001193	-0,018899	0,002165	-0,000776	0,000000	1497,411591	-490,602274
1490,424884	-494,172396	4,753236	4,914882	-0,006869	-0,003503	3584074668,602643	-0,007305	-0,024707	0,001194	-0,018872	0,002162	-0,000776	0,000000	1497,384698	-490,617835
1490,362670	-494,197805	4,733282	4,902262	-0,006878	-0,003506	3584074668,612647	-0,007308	-0,024677	0,001195	-0,018823	0,002165	-0,000773	0,000000	1497,357796	-490,633384
1490,362670	-494,197805	4,733282	4,894648	-0,006873	-0,003502	3584074668,622641	-0,007310	-0,024647	0,001195	-0,018794	0,002163	-0,000773	0,000000	1497,330886	-490,648923
1490,321530	-494,176895	4,712185	4,882158	-0,006883	-0,003504	3584074668,632649	-0,007313	-0,024617	0,001196	-0,018746	0,002167	-0,000771	0,000000	1497,303968	-490,664449
1490,321530	-494,176895	4,712185	4,874622	-0,006879	-0,003498	3584074668,642644	-0,007315	-0,024587	0,001197	-0,018717	0,002165	-0,000772	0,000000	1497,277042	-490,679965
1490,304259	-494,220893	4,690113	4,861727	-0,006882	-0,003481	3584074668,652647	-0,007318	-0,024558	0,001198	-0,018668	0,002166	-0,000778	0,000000	1497,250107	-490,695469
1490,304259	-494,220893	4,690113	4,853947	-0,006874	-0,003464	3584074668,662646	-0,007321	-0,024528	0,001198	-0,018638	0,002162	-0,000784	0,000000	1497,223165	-490,710961
1490,231194	-494,251060	4,668234	4,840518	-0,006864	-0,003465	3584074668,672648	-0,007323	-0,024498	0,001199	-0,018586	0,002159	-0,000782	0,000000	1497,196214	-490,726442
1490,231194	-494,251060	4,668234	4,832415	-0,006848	-0,003460	3584074668,682643	-0,007325	-0,024468	0,001200	-0,018555	0,002153	-0,000782	0,000000	1497,169256	-490,741911
1490,180443	-494,253999	4,645015	4,818868	-0,006857	-0,003462	3584074668,692651	-0,007328	-0,024438	0,001201	-0,018503	0,002156	-0,000780	0,000000	1497,142290	-490,757368
1490,180443	-494,253999	4,645015	4,810693	-0,006851	-0,003458	3584074668,702646	-0,007330	-0,024407	0,001201	-0,018472	0,002153	-0,000780	0,000000	1497,115316	-490,772814
1490,115143	-494,283012	4,623118	4,796573	-0,006857	-0,003450	3584074668,712649	-0,007332	-0,024377	0,001202	-0,018418	0,002155	-0,000782	0,000000	1497,088334	-490,788248
1490,115143	-494,283012	4,623118	4,788052	-0,006850	-0,003439	3584074668,722643	-0,007335	-0,024347	0,001203	-0,018385	0,002152	-0,000785	0,000000	1497,061345	-490,803670
1490,081192	-494,311985	4,599729	4,774245	-0,006861	-0,003438	3584074668,732650	-0,007337	-0,024317	0,001204	-0,018332	0,002156	-0,000784	0,000000	1497,034348	-490,819081
1490,081192	-494,311985	4,599729	4,765914	-0,006857	-0,003432	3584074668,742648	-0,007340	-0,024287	0,001204	-0,018300	0,002154	-0,000786	0,000000	1497,007344	-490,834480
1490,026939	-494,359789	4,577146	4,751631	-0,006857	-0,003433	3584074668,752650	-0,007342	-0,024256	0,001205	-0,018245	0,002154	-0,000784	0,000000	1496,980333	-490,849867
1490,026939	-494,359789	4,577146	4,743012	-0,006847	-0,003428	3584074668,762648	-0,007345	-0,024226	0,001206	-0,018212	0,002150	-0,000784	0,000000	1496,953314	-490,865242
1489,992373	-494,328547	4,556118	4,728874	-0,006851	-0,003437	3584074668,772652	-0,007347	-0,024195	0,001207	-0,018158	0,002152	-0,000779	0,000000	1496,926289	-490,880605
1489,992373	-494,328547	4,556118	4,720343	-0,006843	-0,003437	3584074668,782650	-0,007350	-0,024165	0,001208	-0,018125	0,002149	-0,000777	0,000000	1496,899256	-490,895956
1489,964538	-494,404097	4,532989	4,706874	-0,006841	-0,003418	3584074668,792651	-0,007352	-0,024134	0,001208	-0,018073	0,002148	-0,000784	0,000000	1496,872216	-490,911295
1489,964538	-494,404097	4,532989	4,698747	-0,006829	-0,003401	3584074668,802648	-0,007354	-0,024103	0,001209	-0,018042	0,002143	-0,000789	0,000000	1496,845170	-490,926622
1489,929711	-494,406895	4,511189	4,684691	-0,006822	-0,003415	3584074668,812655	-0,007357	-0,024073	0,001210	-0,017988	0,002141	-0,000782	0,000000	1496,818116	-490,941937
1489,929711	-494,406895	4,511189	4,676208	-0,006807	-0,003417	3584074668,822646	-0,007359	-0,024042	0,001211	-0,017955	0,002136	-0,000779	0,000000	1496,791056	-490,957240
1489,882267	-494,432630	4,489423	4,662463	-0,006802	-0,003413	3584074668,832655	-0,007361	-0,024011	0,001212	-0,017903	0,002134	-0,000779	0,000000	1496,763990	-490,972530
1489,882267	-494,432630	4,489423	4,654169	-0,006787	-0,003405	3584074668,842650	-0,007363	-0,023980	0,001212	-0,017871	0,002128	-0,000781	0,000000	1496,736917	-490,987809
1489,833203	-494,441836	4,467021	4,640552	-0,006787	-0,003404	3584074668,852652	-0,007365	-0,023949	0,001213	-0,017818	0,002128	-0,000780	0,000000	1496,709837	-491,003075
