x_m	y_m	psi_m	psi_error	x_error	y_error	Absolute Time	tau_commanded_psi	tau_commanded_x	tau_commanded_y	tau_psi	tau_surge	tau_sway	psi_ref_filter	x_ref_filter	y_ref_filter
1468,813628	-502,627837	2,476042	2,468522	-0,003208	0,001181	3584087325,090116	0,008778	-0,005914	-0,000482	-0,009478	-0,002623	0,001009	0,000000	1472,090430	-503,891317
1468,827567	-502,627161	2,471858	2,465206	-0,003230	0,001215	3584087325,100116	0,008775	-0,005928	-0,000483	-0,009466	-0,002618	0,001002	0,000000	1472,088013	-503,895253
1468,827567	-502,627161	2,471858	2,463185	-0,003242	0,001237	3584087325,110116	0,008772	-0,005942	-0,000483	-0,009458	-0,002615	0,000998	0,000000	1472,085661	-503,899165
1468,863685	-502,621609	2,467508	2,460291	-0,003242	0,001253	3584087325,120118	0,008769	-0,005956	-0,000484	-0,009447	-0,002616	0,000995	0,000000	1472,083373	-503,903051
1468,863685	-502,621609	2,467508	2,458525	-0,003242	0,001263	3584087325,130117	0,008767	-0,005970	-0,000485	-0,009440	-0,002617	0,000993	0,000000	1472,081148	-503,906911
1468,863685	-502,621609	2,467508	2,455719	-0,003227	0,001273	3584087325,140117	0,008764	-0,005983	-0,000485	-0,009429	-0,002624	0,000991	0,000000	1472,078986	-503,910746
1468,881238	-502,648613	2,464591	2,454007	-0,003217	0,001281	3584087325,150118	0,008761	-0,005997	-0,000486	-0,009423	-0,002629	0,000990	0,000000	1472,076884	-503,914554
1468,966041	-502,702016	2,462570	2,452955	-0,003210	0,001287	3584087325,160118	0,008758	-0,006010	-0,000486	-0,009419	-0,002633	0,000989	0,000000	1472,074842	-503,918336
1468,966041	-502,702016	2,462570	2,451148	-0,003198	0,001282	3584087325,170116	0,008756	-0,006023	-0,000487	-0,009412	-0,002638	0,000990	0,000000	1472,072859	-503,922090
1468,966041	-502,702016	2,462570	2,449239	-0,003157	0,001259	3584087325,180120	0,008753	-0,006036	-0,000488	-0,009404	-0,002653	0,000995	0,000000	1472,070933	-503,925817
1469,074116	-502,759767	2,462672	2,448068	-0,003131	0,001246	3584087325,190120	0,008751	-0,006049	-0,000488	-0,009400	-0,002663	0,000998	0,000000	1472,069063	-503,929516
1469,152874	-502,845625	2,464631	2,447344	-0,003115	0,001240	3584087325,200119	0,008748	-0,006061	-0,000489	-0,009397	-0,002670	0,000999	0,000000	1472,067247	-503,933187
1469,152874	-502,845625	2,464631	2,446929	-0,003061	0,001215	3584087325,210118	0,008746	-0,006073	-0,000489	-0,009396	-0,002690	0,001005	0,000000	1472,065485	-503,936829
1469,272400	-502,924704	2,468290	2,447436	-0,002997	0,001167	3584087325,220120	0,008744	-0,006085	-0,000490	-0,009397	-0,002713	0,001015	0,000000	1472,063775	-503,940442
1469,272400	-502,924704	2,468290	2,447726	-0,002958	0,001140	3584087325,230119	0,008742	-0,006097	-0,000491	-0,009399	-0,002727	0,001021	0,000000	1472,062116	-503,944025
1469,404092	-503,032008	2,475880	2,449332	-0,002886	0,001093	3584087325,240120	0,008741	-0,006108	-0,000491	-0,009405	-0,002753	0,001031	0,000000	1472,060505	-503,947579
1469,404092	-503,032008	2,475880	2,450285	-0,002843	0,001067	3584087325,250120	0,008739	-0,006119	-0,000492	-0,009408	-0,002769	0,001037	0,000000	1472,058942	-503,951101
1469,514824	-503,180620	2,483964	2,453848	-0,002763	0,001009	3584087325,260123	0,008738	-0,006130	-0,000493	-0,009422	-0,002797	0,001049	0,000000	1472,057426	-503,954593
1469,514824	-503,180620	2,483964	2,455984	-0,002715	0,000976	3584087325,270119	0,008737	-0,006141	-0,000493	-0,009430	-0,002815	0,001056	0,000000	1472,055954	-503,958053
1469,514824	-503,180620	2,483964	2,460457	-0,002641	0,000898	3584087325,280121	0,008736	-0,006151	-0,000494	-0,009447	-0,002840	0,001072	0,000000	1472,054525	-503,961482
1469,712740	-503,319185	2,495926	2,463142	-0,002596	0,000853	3584087325,290120	0,008735	-0,006161	-0,000494	-0,009458	-0,002857	0,001082	0,000000	1472,053138	-503,964878
1469,847891	-503,489820	2,508718	2,464747	-0,002569	0,000827	3584087325,300121	0,008735	-0,006170	-0,000495	-0,009464	-0,002867	0,001087	0,000000	1472,051791	-503,968241
1469,847891	-503,489820	2,508718	2,470434	-0,002473	0,000757	3584087325,310120	0,008734	-0,006180	-0,000495	-0,009486	-0,002901	0,001102	0,000000	1472,050483	-503,971571
1470,024761	-503,663878	2,524470	2,478917	-0,002361	0,000649	3584087325,320121	0,008734	-0,006189	-0,000496	-0,009518	-0,002939	0,001125	0,000000	1472,049212	-503,974868
1470,024761	-503,663878	2,524470	2,484024	-0,002293	0,000585	3584087325,330120	0,008734	-0,006198	-0,000496	-0,009538	-0,002963	0,001138	0,000000	1472,047976	-503,978130
1470,197405	-503,871588	2,541628	2,493328	-0,002182	0,000479	3584087325,340123	0,008734	-0,006206	-0,000497	-0,009574	-0,003002	0,001160	0,000000	1472,046775	-503,981358
1470,197405	-503,871588	2,541628	2,498932	-0,002114	0,000416	3584087325,350121	0,008735	-0,006214	-0,000497	-0,009595	-0,003026	0,001173	0,000000	1472,045606	-503,984551
1470,197405	-503,871588	2,541628	2,509092	-0,002004	0,000297	3584087325,360121	0,008736	-0,006222	-0,000498	-0,009634	-0,003063	0,001198	0,000000	1472,044468	-503,987709
1470,373980	-504,112405	2,561345	2,515214	-0,001937	0,000226	3584087325,370123	0,008737	-0,006229	-0,000498	-0,009658	-0,003087	0,001213	0,000000	1472,043360	-503,990831
1470,574961	-504,340223	2,583445	2,518895	-0,001897	0,000184	3584087325,380123	0,008738	-0,006237	-0,000498	-0,009672	-0,003101	0,001222	0,000000	1472,042280	-503,993917
1470,574961	-504,340223	2,583445	2,528906	-0,001802	0,000065	3584087325,390121	0,008739	-0,006244	-0,000499	-0,009710	-0,003133	0,001246	0,000000	1472,041226	-503,996966
1470,784651	-504,588431	2,605844	2,543685	-0,001665	-0,000096	3584087325,400124	0,008740	-0,006250	-0,000499	-0,009767	-0,003180	0,001280	0,000000	1472,040197	-503,999979
1470,784651	-504,588431	2,605844	2,552597	-0,001581	-0,000192	3584087325,410123	0,008742	-0,006257	-0,000499	-0,009801	-0,003209	0,001299	0,000000	1472,039192	-504,002955
1470,943239	-504,851449	2,629722	2,566830	-0,001448	-0,000347	3584087325,420125	0,008744	-0,006263	-0,000500	-0,009856	-0,003254	0,001332	0,000000	1472,038209	-504,005893
1470,943239	-504,851449	2,629722	2,575412	-0,001366	-0,000440	3584087325,430123	0,008746	-0,006269	-0,000500	-0,009889	-0,003282	0,001351	0,000000	1472,037246	-504,008793
1471,144467	-505,104564	2,653602	2,590032	-0,001254	-0,000599	3584087325,440125	0,008749	-0,006274	-0,000500	-0,009945	-0,003319	0,001384	0,000000	1472,036303	-504,011656
1471,144467	-505,104564	2,653602	2,598848	-0,001186	-0,000694	3584087325,450124	0,008751	-0,006279	-0,000500	-0,009979	-0,003342	0,001403	0,000000	1472,035378	-504,014480
1471,355913	-505,331042	2,678430	2,613609	-0,001065	-0,000850	3584087325,460125	0,008754	-0,006284	-0,000500	-0,010036	-0,003383	0,001435	0,000000	1472,034469	-504,017266
1471,355913	-505,331042	2,678430	2,622510	-0,000991	-0,000944	3584087325,470123	0,008757	-0,006289	-0,000500	-0,010070	-0,003408	0,001455	0,000000	1472,033575	-504,020013
1471,601474	-505,534638	2,703541	2,637698	-0,000863	-0,001089	3584087325,480125	0,008760	-0,006294	-0,000500	-0,010128	-0,003451	0,001485	0,000000	1472,032695	-504,022722
1471,601474	-505,534638	2,703541	2,646857	-0,000785	-0,001175	3584087325,490124	0,008763	-0,006298	-0,000499	-0,010163	-0,003478	0,001503	0,000000	1472,031828	-504,025391
1471,736804	-505,776875	2,727928	2,662313	-0,000640	-0,001307	3584087325,500126	0,008767	-0,006302	-0,000499	-0,010223	-0,003527	0,001530	0,000000	1472,030972	-504,028022
1471,736804	-505,776875	2,727928	2,671633	-0,000553	-0,001386	3584087325,510124	0,008771	-0,006306	-0,000499	-0,010258	-0,003557	0,001547	0,000000	1472,030126	-504,030614
1471,929681	-505,965242	2,751373	2,686901	-0,000446	-0,001528	3584087325,520129	0,008775	-0,006310	-0,000499	-0,010317	-0,003593	0,001576	0,000000	1472,029289	-504,033168
1471,929681	-505,965242	2,751373	2,696108	-0,000381	-0,001613	3584087325,530124	0,008779	-0,006313	-0,000499	-0,010352	-0,003615	0,001594	0,000000	1472,028459	-504,035682
1474,256945	-504,350343	2,824591	2,710933	-0,000265	-0,001738	3584087325,540126	0,008783	-0,006316	-0,000498	-0,010409	-0,003654	0,001620	0,000000	1472,027636	-504,038157
1474,256945	-504,350343	2,824591	2,719873	-0,000195	-0,001813	3584087325,550123	0,008788	-0,006320	-0,000498	-0,010444	-0,003677	0,001635	0,000000	1472,026819	-504,040594
1474,464813	-504,517506	2,845404	2,754239	0,000769	-0,001218	3584087325,560129	0,008792	-0,006323	-0,000498	-0,010576	-0,004026	0,001525	0,000000	1472,026006	-504,042992
1474,464813	-504,517506	2,845404	2,774985	0,001352	-0,000858	3584087325,570126	0,008800	-0,006323	-0,000498	-0,010655	-0,004237	0,001458	0,000000	1472,025196	-504,045352
1474,661911	-504,656920	2,863832	2,795740	0,001787	-0,000705	3584087325,580128	0,008810	-0,006322	-0,000500	-0,010735	-0,004392	0,001432	0,000000	1472,024389	-504,047673
1474,661911	-504,656920	2,863832	2,808262	0,002050	-0,000612	3584087325,590128	0,008822	-0,006319	-0,000501	-0,010783	-0,004486	0,001416	0,000000	1472,023584	-504,049957
1474,826023	-504,752042	2,879576	2,823105	0,002287	-0,000610	3584087325,600129	0,008834	-0,006316	-0,000503	-0,010840	-0,004569	0,001418	0,000000	1472,022779	-504,052203
1474,826023	-504,752042	2,879576	2,832054	0,002431	-0,000608	3584087325,610126	0,008846	-0,006312	-0,000505	-0,010874	-0,004619	0,001419	0,000000	1472,021975	-504,054411
1475,014862	-504,846329	2,894053	2,843677	0,002583	-0,000644	3584087325,620129	0,008859	-0,006309	-0,000507	-0,010919	-0,004672	0,001427	0,000000	1472,021169	-504,056582
1475,014862	-504,846329	2,894053	2,850681	0,002675	-0,000664	3584087325,630127	0,008873	-0,006304	-0,000510	-0,010946	-0,004703	0,001432	0,000000	1472,020363	-504,058717
1475,167619	-504,810414	2,904344	2,860626	0,002806	-0,000713	3584087325,640129	0,008886	-0,006300	-0,000512	-0,010984	-0,004748	0,001443	0,000000	1472,019555	-504,060814
1475,167619	-504,810414	2,904344	2,866617	0,002885	-0,000742	3584087325,650126	0,008900	-0,006296	-0,000514	-0,011007	-0,004775	0,001450	0,000000	1472,018744	-504,062876
1475,167619	-504,810414	2,904344	2,874293	0,002994	-0,000745	3584087325,660127	0,008914	-0,006291	-0,000516	-0,011036	-0,004813	0,001452	0,000000	1472,017931	-504,064901
1475,286431	-504,807932	2,914120	2,878913	0,003060	-0,000745	3584087325,670129	0,008929	-0,006287	-0,000518	-0,011054	-0,004836	0,001452	0,000000	1472,017115	-504,066891
1475,286431	-504,807932	2,914120	2,881687	0,003100	-0,000745	3584087325,680127	0,008943	-0,006282	-0,000520	-0,011065	-0,004850	0,001453	0,000000	1472,016296	-504,068846
1475,403877	-504,837712	2,922739	2,887215	0,003172	-0,000743	3584087325,690130	0,008958	-0,006277	-0,000523	-0,011086	-0,004875	0,001453	0,000000	1472,015473	-504,070765
1475,403877	-504,837712	2,922739	2,890538	0,003215	-0,000741	3584087325,700129	0,008973	-0,006273	-0,000525	-0,011099	-0,004890	0,001453	0,000000	1472,014648	-504,072650
1475,466962	-504,827142	2,928108	2,895940	0,003288	-0,000751	3584087325,710130	0,008988	-0,006268	-0,000527	-0,011120	-0,004915	0,001455	0,000000	1472,013818	-504,074501
1475,575701	-504,746199	2,931994	2,899186	0,003333	-0,000756	3584087325,720131	0,009003	-0,006263	-0,000529	-0,011132	-0,004930	0,001457	0,000000	1472,012986	-504,076318
1475,575701	-504,746199	2,931994	2,903255	0,003385	-0,000755	3584087325,730130	0,009018	-0,006258	-0,000531	-0,011148	-0,004948	0,001457	0,000000	1472,012150	-504,078101
1475,607487	-504,667961	2,933663	2,907235	0,003460	-0,000721	3584087325,740134	0,009033	-0,006254	-0,000534	-0,011163	-0,004974	0,001451	0,000000	1472,011311	-504,079851
1475,607487	-504,667961	2,933663	2,909621	0,003506	-0,000700	3584087325,750129	0,009049	-0,006249	-0,000536	-0,011172	-0,004990	0,001447	0,000000	1472,010470	-504,081569
1475,530697	-504,777398	2,931271	2,911707	0,003546	-0,000656	3584087325,760132	0,009065	-0,006244	-0,000538	-0,011180	-0,005005	0,001438	0,000000	1472,009626	-504,083255
1475,530697	-504,777398	2,931271	2,912950	0,003571	-0,000628	3584087325,770130	0,009081	-0,006239	-0,000541	-0,011185	-0,005014	0,001433	0,000000	1472,008780	-504,084909
1475,631340	-504,516435	2,931875	2,912736	0,003556	-0,000654	3584087325,780132	0,009097	-0,006234	-0,000543	-0,011184	-0,005008	0,001438	0,000000	1472,007932	-504,086531
1475,631340	-504,516435	2,931875	2,912590	0,003547	-0,000670	3584087325,790131	0,009112	-0,006230	-0,000546	-0,011184	-0,005004	0,001441	0,000000	1472,007082	-504,088123
1475,628484	-504,392110	2,926922	2,912723	0,003582	-0,000575	3584087325,800133	0,009128	-0,006225	-0,000548	-0,011184	-0,005017	0,001422	0,000000	1472,006232	-504,089684
1475,628484	-504,392110	2,926922	2,912787	0,003603	-0,000517	3584087325,810131	0,009145	-0,006221	-0,000550	-0,011184	-0,005026	0,001411	0,000000	1472,005382	-504,091215
1475,604518	-504,217632	2,923131	2,910847	0,003615	-0,000432	3584087325,820133	0,009161	-0,006216	-0,000553	-0,011177	-0,005031	0,001394	0,000000	1472,004532	-504,092716
1475,604518	-504,217632	2,923131	2,909657	0,003623	-0,000381	3584087325,830132	0,009177	-0,006212	-0,000555	-0,011172	-0,005034	0,001383	0,000000	1472,003684	-504,094189
1475,604518	-504,217632	2,923131	2,907421	0,003619	-0,000280	3584087325,840131	0,009194	-0,006207	-0,000558	-0,011164	-0,005034	0,001363	0,000000	1472,002837	-504,095633
1475,586830	-504,093530	2,916774	2,906053	0,003616	-0,000218	3584087325,850134	0,009210	-0,006203	-0,000560	-0,011158	-0,005034	0,001350	0,000000	1472,001993	-504,097048
1478,063038	-501,775745	2,959898	2,905209	0,003615	-0,000181	3584087325,860134	0,009227	-0,006199	-0,000563	-0,011155	-0,005034	0,001343	0,000000	1472,001152	-504,098436
1478,063038	-501,775745	2,959898	2,902165	0,003608	-0,000108	3584087325,870132	0,009243	-0,006195	-0,000566	-0,011144	-0,005032	0,001328	0,000000	1472,000316	-504,099797
1477,964440	-501,631931	2,949362	2,917378	0,004584	0,000854	3584087325,880135	0,009260	-0,006191	-0,000569	-0,011202	-0,005391	0,001145	0,000000	1471,999484	-504,101131
1477,964440	-501,631931	2,949362	2,926553	0,005174	0,001435	3584087325,890132	0,009280	-0,006184	-0,000572	-0,011237	-0,005608	0,001035	0,000000	1471,998659	-504,102438
1477,879757	-501,465492	2,939540	2,927907	0,005492	0,001844	3584087325,900136	0,009302	-0,006175	-0,000577	-0,011242	-0,005726	0,000956	0,000000	1471,997840	-504,103719
1477,879757	-501,465492	2,939540	2,928709	0,005684	0,002091	3584087325,910134	0,009325	-0,006166	-0,000582	-0,011245	-0,005797	0,000909	0,000000	1471,997030	-504,104975
1477,816896	-501,250612	2,922168	2,925288	0,005767	0,002307	3584087325,920135	0,009349	-0,006156	-0,000587	-0,011232	-0,005829	0,000866	0,000000	1471,996229	-504,106206
1477,816896	-501,250612	2,922168	2,923204	0,005817	0,002438	3584087325,930133	0,009373	-0,006146	-0,000593	-0,011224	-0,005848	0,000840	0,000000	1471,995438	-504,107411
1477,670835	-501,105421	2,908529	2,915051	0,005823	0,002603	3584087325,940136	0,009397	-0,006135	-0,000598	-0,011193	-0,005852	0,000807	0,000000	1471,994658	-504,108592
1477,670835	-501,105421	2,908529	2,910107	0,005827	0,002703	3584087325,950135	0,009422	-0,006125	-0,000604	-0,011174	-0,005854	0,000787	0,000000	1471,993891	-504,109748
1477,586386	-500,907838	2,894711	2,901705	0,005772	0,002821	3584087325,960136	0,009447	-0,006115	-0,000610	-0,011142	-0,005836	0,000763	0,000000	1471,993138	-504,110880
1477,586386	-500,907838	2,894711	2,896611	0,005739	0,002893	3584087325,970135	0,009471	-0,006105	-0,000616	-0,011122	-0,005824	0,000748	0,000000	1471,992401	-504,111988
1477,359948	-500,709798	2,880923	2,888046	0,005686	0,003015	3584087325,980137	0,009496	-0,006095	-0,000621	-0,011089	-0,005807	0,000723	0,000000	1471,991680	-504,113071
1477,359948	-500,709798	2,880923	2,882854	0,005654	0,003089	3584087325,990136	0,009521	-0,006085	-0,000627	-0,011069	-0,005796	0,000708	0,000000	1471,990978	-504,114130
1477,162387	-500,519897	2,865845	2,874243	0,005545	0,003212	3584087326,000137	0,009545	-0,006076	-0,000633	-0,011036	-0,005759	0,000682	0,000000	1471,990295	-504,115165
1477,162387	-500,519897	2,865845	2,869022	0,005480	0,003287	3584087326,010135	0,009570	-0,006066	-0,000639	-0,011016	-0,005736	0,000666	0,000000	1471,989634	-504,116176
1477,162387	-500,519897	2,865845	2,859883	0,005362	0,003408	3584087326,020135	0,009594	-0,006057	-0,000645	-0,010981	-0,005696	0,000641	0,000000	1471,988996	-504,117162
1477,034381	-500,347323	2,851867	2,854343	0,005292	0,003482	3584087326,030138	0,009619	-0,006049	-0,000650	-0,010960	-0,005672	0,000626	0,000000	1471,988382	-504,118123
1476,870991	-500,166302	2,838332	2,850980	0,005249	0,003526	3584087326,040139	0,009643	-0,006040	-0,000656	-0,010947	-0,005657	0,000616	0,000000	1471,987795	-504,119060
1476,870991	-500,166302	2,838332	2,843397	0,005173	0,003622	3584087326,050136	0,009667	-0,006032	-0,000662	-0,010918	-0,005631	0,000596	0,000000	1471,987235	-504,119971
1476,692197	-499,987068	2,824708	2,833441	0,005062	0,003752	3584087326,060138	0,009691	-0,006024	-0,000668	-0,010880	-0,005593	0,000569	0,000000	1471,986705	-504,120857
1476,692197	-499,987068	2,824708	2,827408	0,004996	0,003831	3584087326,070138	0,009714	-0,006016	-0,000674	-0,010856	-0,005570	0,000553	0,000000	1471,986207	-504,121718
1476,541053	-499,787257	2,812374	2,818353	0,004885	0,003949	3584087326,080139	0,009738	-0,006008	-0,000680	-0,010822	-0,005532	0,000528	0,000000	1471,985741	-504,122552
1476,541053	-499,787257	2,812374	2,812866	0,004818	0,004022	3584087326,090137	0,009762	-0,006001	-0,000685	-0,010801	-0,005509	0,000513	0,000000	1471,985310	-504,123359
1476,541053	-499,787257	2,812374	2,804650	0,004718	0,004144	3584087326,100139	0,009785	-0,005994	-0,000691	-0,010769	-0,005475	0,000487	0,000000	1471,984916	-504,124139
1476,388124	-499,630944	2,800179	2,799669	0,004658	0,004219	3584087326,110139	0,009808	-0,005987	-0,000697	-0,010750	-0,005455	0,000472	0,000000	1471,984560	-504,124892
1476,388124	-499,630944	2,800179	2,796643	0,004621	0,004264	3584087326,120136	0,009831	-0,005980	-0,000703	-0,010738	-0,005442	0,000463	0,000000	1471,984244	-504,125616
1476,240466	-499,479183	2,790866	2,789970	0,004539	0,004354	3584087326,130140	0,009855	-0,005974	-0,000709	-0,010713	-0,005414	0,000444	0,000000	1471,983969	-504,126311
1476,067418	-499,324948	2,781370	2,785921	0,004489	0,004408	3584087326,140141	0,009877	-0,005968	-0,000715	-0,010697	-0,005396	0,000433	0,000000	1471,983738	-504,126977
1476,067418	-499,324948	2,781370	2,779771	0,004401	0,004501	3584087326,150145	0,009900	-0,005962	-0,000721	-0,010674	-0,005366	0,000413	0,000000	1471,983553	-504,127612
1475,926833	-499,172672	2,773425	2,772279	0,004279	0,004619	3584087326,160141	0,009923	-0,005956	-0,000727	-0,010645	-0,005325	0,000389	0,000000	1471,983414	-504,128216
1475,926833	-499,172672	2,773425	2,767736	0,004205	0,004690	3584087326,170139	0,009945	-0,005950	-0,000732	-0,010627	-0,005299	0,000374	0,000000	1471,983324	-504,128788
1475,806120	-499,000250	2,769436	2,761829	0,004105	0,004794	3584087326,180141	0,009967	-0,005945	-0,000738	-0,010605	-0,005265	0,000352	0,000000	1471,983284	-504,129328
1475,806120	-499,000250	2,769436	2,758242	0,004045	0,004856	3584087326,190139	0,009989	-0,005940	-0,000744	-0,010591	-0,005244	0,000339	0,000000	1471,983296	-504,129834
1475,624945	-498,855178	2,765373	2,754479	0,003960	0,004963	3584087326,200141	0,010011	-0,005936	-0,000750	-0,010576	-0,005216	0,000317	0,000000	1471,983362	-504,130306
1475,624945	-498,855178	2,765373	2,752188	0,003909	0,005027	3584087326,210141	0,010032	-0,005931	-0,000756	-0,010568	-0,005198	0,000304	0,000000	1471,983483	-504,130742
1475,514313	-498,721820	2,763686	2,749179	0,003806	0,005123	3584087326,220142	0,010054	-0,005927	-0,000762	-0,010556	-0,005163	0,000284	0,000000	1471,983661	-504,131142
1475,514313	-498,721820	2,763686	2,747343	0,003744	0,005182	3584087326,230140	0,010075	-0,005923	-0,000768	-0,010549	-0,005142	0,000272	0,000000	1471,983898	-504,131504
1475,402871	-498,588026	2,764111	2,745549	0,003663	0,005270	3584087326,240144	0,010096	-0,005920	-0,000773	-0,010542	-0,005114	0,000254	0,000000	1471,984195	-504,131828
1475,402871	-498,588026	2,764111	2,744448	0,003613	0,005323	3584087326,250140	0,010116	-0,005916	-0,000779	-0,010538	-0,005098	0,000243	0,000000	1471,984553	-504,132112
1475,276833	-498,473734	2,765821	2,743934	0,003539	0,005409	3584087326,260143	0,010137	-0,005913	-0,000785	-0,010536	-0,005072	0,000225	0,000000	1471,984975	-504,132355
1475,276833	-498,473734	2,765821	2,743606	0,003494	0,005460	3584087326,270142	0,010157	-0,005911	-0,000791	-0,010535	-0,005057	0,000215	0,000000	1471,985462	-504,132557
1475,164424	-498,396757	2,769730	2,744067	0,003417	0,005537	3584087326,280143	0,010177	-0,005908	-0,000797	-0,010536	-0,005031	0,000199	0,000000	1471,986015	-504,132715
1475,164424	-498,396757	2,769730	2,744329	0,003370	0,005583	3584087326,290142	0,010197	-0,005906	-0,000802	-0,010537	-0,005015	0,000189	0,000000	1471,986635	-504,132829
1475,023557	-498,366847	2,775736	2,746017	0,003296	0,005641	3584087326,300144	0,010216	-0,005904	-0,000808	-0,010544	-0,004990	0,000177	0,000000	1471,987325	-504,132898
1475,023557	-498,366847	2,775736	2,747019	0,003252	0,005676	3584087326,310142	0,010235	-0,005902	-0,000814	-0,010548	-0,004974	0,000170	0,000000	1471,988085	-504,132919
1474,928320	-498,293472	2,782372	2,749985	0,003169	0,005710	3584087326,320144	0,010254	-0,005901	-0,000820	-0,010559	-0,004946	0,000163	0,000000	1471,988917	-504,132893
1474,928320	-498,293472	2,782372	2,751760	0,003118	0,005729	3584087326,330145	0,010273	-0,005900	-0,000825	-0,010566	-0,004928	0,000159	0,000000	1471,989822	-504,132816
1474,824096	-498,262403	2,792618	2,755441	0,003049	0,005770	3584087326,340144	0,010291	-0,005899	-0,000831	-0,010580	-0,004904	0,000150	0,000000	1471,990801	-504,132689
1474,824096	-498,262403	2,792618	2,757648	0,003008	0,005795	3584087326,350142	0,010309	-0,005899	-0,000836	-0,010589	-0,004890	0,000145	0,000000	1471,991856	-504,132509
1474,805153	-498,249573	2,801519	2,763020	0,002940	0,005822	3584087326,360145	0,010327	-0,005898	-0,000842	-0,010609	-0,004867	0,000139	0,000000	1471,992987	-504,132276
1474,805153	-498,249573	2,801519	2,766249	0,002899	0,005838	3584087326,370144	0,010345	-0,005898	-0,000847	-0,010622	-0,004852	0,000136	0,000000	1471,994197	-504,131987
1474,716208	-498,265799	2,811193	2,771705	0,002866	0,005853	3584087326,380145	0,010362	-0,005899	-0,000852	-0,010643	-0,004841	0,000133	0,000000	1471,995485	-504,131642
1474,716208	-498,265799	2,811193	2,774984	0,002846	0,005862	3584087326,390144	0,010379	-0,005899	-0,000858	-0,010655	-0,004834	0,000132	0,000000	1471,996854	-504,131238
1474,716208	-498,265799	2,811193	2,780778	0,002798	0,005860	3584087326,400145	0,010395	-0,005900	-0,000863	-0,010677	-0,004817	0,000132	0,000000	1471,998303	-504,130775
1474,655275	-498,361352	2,823143	2,784261	0,002768	0,005859	3584087326,410145	0,010412	-0,005901	-0,000868	-0,010691	-0,004806	0,000132	0,000000	1471,999835	-504,130251
1474,620089	-498,447509	2,836803	2,786348	0,002749	0,005858	3584087326,420146	0,010428	-0,005902	-0,000873	-0,010699	-0,004799	0,000132	0,000000	1472,001450	-504,129663
1474,620089	-498,447509	2,836803	2,792322	0,002713	0,005820	3584087326,430144	0,010444	-0,005904	-0,000878	-0,010722	-0,004786	0,000140	0,000000	1472,003149	-504,129012
1474,605996	-498,526475	2,849854	2,801321	0,002677	0,005762	3584087326,440146	0,010460	-0,005905	-0,000883	-0,010756	-0,004772	0,000152	0,000000	1472,004933	-504,128295
1474,605996	-498,526475	2,849854	2,806740	0,002654	0,005727	3584087326,450146	0,010475	-0,005907	-0,000888	-0,010777	-0,004764	0,000159	0,000000	1472,006802	-504,127510
1474,570462	-498,668558	2,864259	2,815163	0,002634	0,005674	3584087326,460147	0,010490	-0,005909	-0,000893	-0,010809	-0,004756	0,000170	0,000000	1472,008758	-504,126656
1474,570462	-498,668558	2,864259	2,820235	0,002621	0,005641	3584087326,470145	0,010505	-0,005912	-0,000897	-0,010829	-0,004751	0,000176	0,000000	1472,010802	-504,125732
1474,582654	-498,843899	2,877339	2,828984	0,002598	0,005565	3584087326,480147	0,010520	-0,005914	-0,000902	-0,010863	-0,004741	0,000192	0,000000	1472,012933	-504,124736
