x_m	y_m	psi_m	x_ref	y_ref	psi_ref	psi_error	x_error	y_error	Absolute Time	tau_commanded_psi	tau_commanded_x	tau_commanded_y	tau_psi	tau_surge	tau_sway
1528,658748	-436,707067	-6,246487	1,500000	-0,450000	0,000000	-6,265413	0,028774	0,013278	3583903951,619354	0,000162	-0,000865	0,003305	-0,002184	0,006248	-0,009887
1528,658748	-436,707067	-6,246487	1,500000	-0,450000	0,000000	-6,271904	0,028667	0,013290	3583903951,629351	0,000178	-0,000860	0,003238	-0,001757	0,006338	-0,009873
1528,546279	-436,686384	-6,242260	1,500000	-0,450000	0,000000	-6,257864	0,028648	0,013291	3583903951,639354	0,000194	-0,000856	0,003170	-0,002409	0,006332	-0,009848
1528,546279	-436,686384	-6,242260	1,500000	-0,450000	0,000000	-6,249382	0,028636	0,013292	3583903951,649346	0,000210	-0,000849	0,003103	-0,002765	0,006321	-0,009826
1528,546279	-436,686384	-6,242260	1,500000	-0,450000	0,000000	-6,242586	0,028585	0,013300	3583903951,659363	0,000226	-0,000842	0,003037	-0,003029	0,006351	-0,009808
1528,386777	-436,673033	-6,240713	1,500000	-0,450000	0,000000	-6,238480	0,028554	0,013305	3583903951,669354	0,000242	-0,000834	0,002970	-0,003149	0,006361	-0,009791
1528,258588	-436,743618	-6,238417	1,500000	-0,450000	0,000000	-6,236000	0,028535	0,013308	3583903951,679355	0,000258	-0,000825	0,002904	-0,003183	0,006359	-0,009773
1528,258588	-436,743618	-6,238417	1,500000	-0,450000	0,000000	-6,233889	0,028461	0,013316	3583903951,689353	0,000273	-0,000816	0,002839	-0,003198	0,006413	-0,009754
1528,115172	-436,785590	-6,238282	1,500000	-0,450000	0,000000	-6,231706	0,028365	0,013292	3583903951,699353	0,000288	-0,000806	0,002774	-0,003216	0,006484	-0,009702
1528,115172	-436,785590	-6,238282	1,500000	-0,450000	0,000000	-6,230387	0,028307	0,013278	3583903951,709354	0,000302	-0,000796	0,002709	-0,003189	0,006519	-0,009663
1527,985530	-436,804478	-6,238854	1,500000	-0,450000	0,000000	-6,229538	0,028216	0,013252	3583903951,719357	0,000316	-0,000786	0,002645	-0,003137	0,006587	-0,009611
1527,985530	-436,804478	-6,238854	1,500000	-0,450000	0,000000	-6,229025	0,028160	0,013237	3583903951,729353	0,000330	-0,000776	0,002581	-0,003068	0,006620	-0,009573
1527,985530	-436,804478	-6,238854	1,500000	-0,450000	0,000000	-6,228942	0,028075	0,013220	3583903951,739367	0,000343	-0,000765	0,002517	-0,002977	0,006682	-0,009530
1527,845724	-436,904885	-6,242964	1,500000	-0,450000	0,000000	-6,228893	0,028024	0,013210	3583903951,749350	0,000356	-0,000754	0,002455	-0,002885	0,006711	-0,009498
1527,691852	-436,958369	-6,244013	1,500000	-0,450000	0,000000	-6,228864	0,027993	0,013204	3583903951,759356	0,000368	-0,000743	0,002392	-0,002793	0,006720	-0,009472
1527,691852	-436,958369	-6,244013	1,500000	-0,450000	0,000000	-6,230473	0,027919	0,013161	3583903951,769356	0,000380	-0,000732	0,002330	-0,002616	0,006769	-0,009405
1527,491576	-437,031589	-6,246730	1,500000	-0,450000	0,000000	-6,231861	0,027814	0,013113	3583903951,779362	0,000391	-0,000721	0,002269	-0,002453	0,006848	-0,009331
1527,491576	-437,031589	-6,246730	1,500000	-0,450000	0,000000	-6,232700	0,027750	0,013085	3583903951,789356	0,000401	-0,000710	0,002208	-0,002319	0,006888	-0,009280
1527,375447	-437,052987	-6,252068	1,500000	-0,450000	0,000000	-6,234283	0,027632	0,013038	3583903951,799357	0,000412	-0,000699	0,002148	-0,002147	0,006980	-0,009206
1527,375447	-437,052987	-6,252068	1,500000	-0,450000	0,000000	-6,235240	0,027561	0,013010	3583903951,809355	0,000421	-0,000688	0,002088	-0,002010	0,007027	-0,009155
1527,233358	-437,046436	-6,255870	1,500000	-0,450000	0,000000	-6,237932	0,027472	0,012985	3583903951,819358	0,000430	-0,000677	0,002029	-0,001784	0,007092	-0,009106
1527,233358	-437,046436	-6,255870	1,500000	-0,450000	0,000000	-6,239558	0,027418	0,012970	3583903951,829357	0,000439	-0,000666	0,001971	-0,001615	0,007123	-0,009070
1527,088340	-437,135154	-6,258720	1,500000	-0,450000	0,000000	-6,242046	0,027329	0,012963	3583903951,839358	0,000447	-0,000654	0,001912	-0,001402	0,007190	-0,009040
1527,088340	-437,135154	-6,258720	1,500000	-0,450000	0,000000	-6,243550	0,027276	0,012959	3583903951,849352	0,000455	-0,000643	0,001855	-0,001243	0,007222	-0,009016
1526,931904	-437,134062	-6,264302	1,500000	-0,450000	0,000000	-6,245587	0,027186	0,012921	3583903951,859358	0,000462	-0,000632	0,001798	-0,001057	0,007286	-0,008954
1526,931904	-437,134062	-6,264302	1,500000	-0,450000	0,000000	-6,246818	0,027132	0,012899	3583903951,869356	0,000469	-0,000621	0,001741	-0,000916	0,007316	-0,008912
1526,761555	-437,165515	-6,267914	1,500000	-0,450000	0,000000	-6,249771	0,027037	0,012885	3583903951,879359	0,000475	-0,000610	0,001685	-0,000685	0,007388	-0,008875
1526,761555	-437,165515	-6,267914	1,500000	-0,450000	0,000000	-6,251556	0,026980	0,012877	3583903951,889358	0,000481	-0,000599	0,001630	-0,000517	0,007423	-0,008847
1526,637800	-437,154064	-6,271967	1,500000	-0,450000	0,000000	-6,254064	0,026878	0,012860	3583903951,899359	0,000486	-0,000588	0,001575	-0,000314	0,007502	-0,008805
1526,637800	-437,154064	-6,271967	1,500000	-0,450000	0,000000	-6,255580	0,026816	0,012850	3583903951,909357	0,000491	-0,000576	0,001520	-0,000164	0,007540	-0,008774
1526,442055	-437,157701	-6,274712	1,500000	-0,450000	0,000000	-6,258101	0,026730	0,012848	3583903951,919360	0,000496	-0,000565	0,001465	0,000038	0,007605	-0,008750
1526,442055	-437,157701	-6,274712	1,500000	-0,450000	0,000000	-6,259624	0,026678	0,012847	3583903951,929358	0,000500	-0,000553	0,001411	0,000185	0,007635	-0,008730
1526,289213	-437,140035	-6,280158	1,500000	-0,450000	0,000000	-6,261631	0,026569	0,012845	3583903951,939361	0,000504	-0,000542	0,001356	0,000356	0,007722	-0,008703
1526,289213	-437,140035	-6,280158	1,500000	-0,450000	0,000000	-6,262843	0,026503	0,012843	3583903951,949353	0,000508	-0,000530	0,001302	0,000484	0,007765	-0,008681
1526,289213	-437,140035	-6,280158	1,500000	-0,450000	0,000000	-6,265732	0,026403	0,012850	3583903951,959358	0,000511	-0,000517	0,001247	0,000699	0,007844	-0,008664
1526,151403	-437,114424	-6,283266	1,500000	-0,450000	0,000000	-6,267477	0,026342	0,012853	3583903951,969361	0,000515	-0,000505	0,001192	0,000852	0,007883	-0,008648
1526,004370	-437,035941	-6,284769	1,500000	-0,450000	0,000000	-6,268532	0,026306	0,012856	3583903951,979361	0,000518	-0,000492	0,001138	0,000968	0,007898	-0,008633
1526,004370	-437,035941	-6,284769	1,500000	-0,450000	0,000000	-6,270399	0,026229	0,012867	3583903951,989359	0,000521	-0,000479	0,001083	0,001125	0,007953	-0,008623
1525,864705	-436,901890	-6,285403	1,500000	-0,450000	0,000000	-6,272123	0,026125	0,012905	3583903951,999360	0,000524	-0,000466	0,001029	0,001273	0,008039	-0,008637
1525,864705	-436,901890	-6,285403	1,500000	-0,450000	0,000000	-6,273164	0,026062	0,012928	3583903952,009360	0,000526	-0,000453	0,000976	0,001384	0,008082	-0,008640
1525,712289	-436,825107	-6,287895	1,500000	-0,450000	0,000000	-6,274045	0,025968	0,012995	3583903952,019363	0,000529	-0,000439	0,000923	0,001485	0,008160	-0,008683
1525,712289	-436,825107	-6,287895	1,500000	-0,450000	0,000000	-6,274576	0,025912	0,013035	3583903952,029360	0,000531	-0,000426	0,000871	0,001568	0,008198	-0,008704
1525,553084	-436,729912	-6,287991	1,500000	-0,450000	0,000000	-6,275885	0,025817	0,013090	3583903952,039364	0,000533	-0,000412	0,000819	0,001690	0,008276	-0,008735
1525,553084	-436,729912	-6,287991	1,500000	-0,450000	0,000000	-6,276675	0,025760	0,013123	3583903952,049356	0,000534	-0,000398	0,000769	0,001784	0,008314	-0,008748
1525,370901	-436,628675	-6,286829	1,500000	-0,450000	0,000000	-6,277190	0,025663	0,013181	3583903952,059361	0,000536	-0,000384	0,000719	0,001863	0,008394	-0,008781
1525,370901	-436,628675	-6,286829	1,500000	-0,450000	0,000000	-6,277502	0,025604	0,013216	3583903952,069359	0,000537	-0,000370	0,000670	0,001930	0,008434	-0,008796
1525,239675	-436,492048	-6,286345	1,500000	-0,450000	0,000000	-6,277230	0,025496	0,013277	3583903952,079364	0,000538	-0,000356	0,000622	0,001967	0,008524	-0,008831
1525,239675	-436,492048	-6,286345	1,500000	-0,450000	0,000000	-6,277067	0,025431	0,013314	3583903952,089361	0,000539	-0,000341	0,000575	0,002008	0,008570	-0,008846
1525,087300	-436,373926	-6,284247	1,500000	-0,450000	0,000000	-6,276776	0,025340	0,013390	3583903952,099363	0,000540	-0,000327	0,000530	0,002043	0,008646	-0,008898
1525,087300	-436,373926	-6,284247	1,500000	-0,450000	0,000000	-6,276600	0,025285	0,013436	3583903952,109362	0,000541	-0,000312	0,000485	0,002083	0,008682	-0,008924
1524,944796	-436,239187	-6,283410	1,500000	-0,450000	0,000000	-6,275664	0,025191	0,013511	3583903952,119364	0,000542	-0,000298	0,000441	0,002083	0,008760	-0,008973
1524,944796	-436,239187	-6,283410	1,500000	-0,450000	0,000000	-6,275098	0,025135	0,013556	3583903952,129364	0,000543	-0,000283	0,000397	0,002103	0,008797	-0,008997
1524,731409	-436,131827	-6,281192	1,500000	-0,450000	0,000000	-6,274425	0,025044	0,013637	3583903952,139365	0,000544	-0,000268	0,000355	0,002117	0,008872	-0,009053
1524,731409	-436,131827	-6,281192	1,500000	-0,450000	0,000000	-6,274018	0,024989	0,013685	3583903952,149359	0,000544	-0,000253	0,000314	0,002144	0,008908	-0,009081
1524,582579	-436,010254	-6,277484	1,500000	-0,450000	0,000000	-6,272895	0,024872	0,013757	3583903952,159365	0,000545	-0,000239	0,000274	0,002134	0,009009	-0,009125
1524,582579	-436,010254	-6,277484	1,500000	-0,450000	0,000000	-6,272216	0,024801	0,013801	3583903952,169363	0,000546	-0,000224	0,000234	0,002147	0,009060	-0,009145
1524,454433	-435,824138	-6,274197	1,500000	-0,450000	0,000000	-6,270338	0,024699	0,013875	3583903952,179366	0,000546	-0,000209	0,000195	0,002097	0,009145	-0,009192
1524,454433	-435,824138	-6,274197	1,500000	-0,450000	0,000000	-6,269204	0,024638	0,013920	3583903952,189366	0,000547	-0,000194	0,000158	0,002087	0,009187	-0,009215
1524,306051	-435,679048	-6,270838	1,500000	-0,450000	0,000000	-6,267217	0,024550	0,014021	3583903952,199367	0,000547	-0,000179	0,000121	0,002032	0,009261	-0,009290
1524,306051	-435,679048	-6,270838	1,500000	-0,450000	0,000000	-6,266017	0,024497	0,014082	3583903952,209364	0,000547	-0,000164	0,000085	0,002019	0,009296	-0,009329
1524,117338	-435,531884	-6,266767	1,500000	-0,450000	0,000000	-6,263963	0,024406	0,014176	3583903952,219367	0,000548	-0,000149	0,000049	0,001961	0,009372	-0,009397
1524,117338	-435,531884	-6,266767	1,500000	-0,450000	0,000000	-6,262721	0,024351	0,014233	3583903952,229364	0,000548	-0,000133	0,000015	0,001946	0,009408	-0,009432
1523,973975	-435,400417	-6,263014	1,500000	-0,450000	0,000000	-6,260360	0,024243	0,014326	3583903952,239367	0,000549	-0,000118	-0,000019	0,001873	0,009500	-0,009496
1523,973975	-435,400417	-6,263014	1,500000	-0,450000	0,000000	-6,258933	0,024178	0,014381	3583903952,249361	0,000549	-0,000103	-0,000052	0,001849	0,009546	-0,009528
1523,973975	-435,400417	-6,263014	1,500000	-0,450000	0,000000	-6,256586	0,024082	0,014467	3583903952,259365	0,000549	-0,000088	-0,000084	0,001778	0,009626	-0,009586
1523,830582	-435,330123	-6,259807	1,500000	-0,450000	0,000000	-6,255168	0,024024	0,014519	3583903952,269368	0,000549	-0,000073	-0,000116	0,001755	0,009664	-0,009615
1523,631640	-435,232338	-6,254943	1,500000	-0,450000	0,000000	-6,254311	0,023989	0,014550	3583903952,279368	0,000550	-0,000058	-0,000146	0,001763	0,009677	-0,009626
1523,631640	-435,232338	-6,254943	1,500000	-0,450000	0,000000	-6,252524	0,023911	0,014597	3583903952,289365	0,000550	-0,000043	-0,000177	0,001721	0,009734	-0,009647
1523,491337	-435,188599	-6,251650	1,500000	-0,450000	0,000000	-6,249519	0,023785	0,014664	3583903952,299369	0,000550	-0,000028	-0,000207	0,001616	0,009841	-0,009683
1523,491337	-435,188599	-6,251650	1,500000	-0,450000	0,000000	-6,247704	0,023709	0,014705	3583903952,309366	0,000550	-0,000012	-0,000237	0,001574	0,009896	-0,009698
1523,491337	-435,188599	-6,251650	1,500000	-0,450000	0,000000	-6,245304	0,023608	0,014746	3583903952,319366	0,000550	0,000004	-0,000266	0,001502	0,009976	-0,009711
1523,339657	-435,030066	-6,246355	1,500000	-0,450000	0,000000	-6,243854	0,023546	0,014772	3583903952,329370	0,000551	0,000020	-0,000296	0,001481	0,010014	-0,009712
1523,210769	-434,930419	-6,240602	1,500000	-0,450000	0,000000	-6,242978	0,023509	0,014787	3583903952,339370	0,000551	0,000036	-0,000325	0,001490	0,010027	-0,009707
1523,210769	-434,930419	-6,240602	1,500000	-0,450000	0,000000	-6,240353	0,023427	0,014859	3583903952,349364	0,000551	0,000053	-0,000355	0,001407	0,010090	-0,009752
1523,210769	-434,930419	-6,240602	1,500000	-0,450000	0,000000	-6,236490	0,023326	0,014942	3583903952,359368	0,000551	0,000069	-0,000384	0,001260	0,010173	-0,009806
1523,041890	-434,862247	-6,234886	1,500000	-0,450000	0,000000	-6,234156	0,023265	0,014992	3583903952,369370	0,000552	0,000086	-0,000413	0,001194	0,010213	-0,009832
1522,870406	-434,824070	-6,229976	1,500000	-0,450000	0,000000	-6,232746	0,023229	0,015022	3583903952,379371	0,000552	0,000103	-0,000442	0,001177	0,010227	-0,009841
1522,870406	-434,824070	-6,229976	1,500000	-0,450000	0,000000	-6,229632	0,023140	0,015067	3583903952,389369	0,000552	0,000121	-0,000471	0,001071	0,010294	-0,009858
1522,689977	-434,786979	-6,226051	1,500000	-0,450000	0,000000	-6,225807	0,023018	0,015110	3583903952,399372	0,000552	0,000139	-0,000500	0,000929	0,010393	-0,009869
1522,689977	-434,786979	-6,226051	1,500000	-0,450000	0,000000	-6,223497	0,022944	0,015135	3583903952,409369	0,000552	0,000157	-0,000528	0,000868	0,010443	-0,009869
1522,513583	-434,766045	-6,220515	1,500000	-0,450000	0,000000	-6,220547	0,022829	0,015165	3583903952,419373	0,000552	0,000175	-0,000557	0,000773	0,010535	-0,009868
1522,513583	-434,766045	-6,220515	1,500000	-0,450000	0,000000	-6,218765	0,022759	0,015184	3583903952,429370	0,000552	0,000194	-0,000586	0,000741	0,010580	-0,009861
1522,382489	-434,720446	-6,214061	1,500000	-0,450000	0,000000	-6,215498	0,022646	0,015203	3583903952,439370	0,000552	0,000213	-0,000616	0,000631	0,010666	-0,009850
1522,382489	-434,720446	-6,214061	1,500000	-0,450000	0,000000	-6,213524	0,022579	0,015215	3583903952,449366	0,000552	0,000232	-0,000645	0,000590	0,010708	-0,009837
1522,259326	-434,697108	-6,206147	1,500000	-0,450000	0,000000	-6,209777	0,022486	0,015240	3583903952,459373	0,000551	0,000252	-0,000675	0,000456	0,010776	-0,009834
1522,259326	-434,697108	-6,206147	1,500000	-0,450000	0,000000	-6,207513	0,022430	0,015255	3583903952,469369	0,000551	0,000273	-0,000705	0,000402	0,010807	-0,009825
1522,061853	-434,646017	-6,199277	1,500000	-0,450000	0,000000	-6,203013	0,022347	0,015273	3583903952,479372	0,000551	0,000294	-0,000735	0,000230	0,010863	-0,009816
1522,061853	-434,646017	-6,199277	1,500000	-0,450000	0,000000	-6,200294	0,022297	0,015284	3583903952,489372	0,000551	0,000315	-0,000765	0,000153	0,010887	-0,009804
1521,930516	-434,635511	-6,192019	1,500000	-0,450000	0,000000	-6,195933	0,022189	0,015311	3583903952,499373	0,000551	0,000337	-0,000796	-0,000009	0,010970	-0,009801
1521,930516	-434,635511	-6,192019	1,500000	-0,450000	0,000000	-6,193298	0,022124	0,015328	3583903952,509370	0,000551	0,000359	-0,000828	-0,000079	0,011009	-0,009793
1521,763811	-434,625992	-6,182746	1,500000	-0,450000	0,000000	-6,188833	0,022032	0,015341	3583903952,519373	0,000551	0,000382	-0,000859	-0,000244	0,011074	-0,009779
1521,763811	-434,625992	-6,182746	1,500000	-0,450000	0,000000	-6,186136	0,021977	0,015350	3583903952,529371	0,000551	0,000406	-0,000891	-0,000315	0,011102	-0,009764
1521,624485	-434,602222	-6,174814	1,500000	-0,450000	0,000000	-6,180836	0,021878	0,015359	3583903952,539375	0,000551	0,000429	-0,000923	-0,000522	0,011174	-0,009743
1521,624485	-434,602222	-6,174814	1,500000	-0,450000	0,000000	-6,177634	0,021817	0,015364	3583903952,549366	0,000551	0,000454	-0,000955	-0,000617	0,011207	-0,009725
1521,477903	-434,590190	-6,166439	1,500000	-0,450000	0,000000	-6,172561	0,021726	0,015377	3583903952,559374	0,000551	0,000479	-0,000988	-0,000810	0,011271	-0,009709
1521,477903	-434,590190	-6,166439	1,500000	-0,450000	0,000000	-6,169496	0,021671	0,015384	3583903952,569372	0,000551	0,000504	-0,001020	-0,000895	0,011299	-0,009693
1521,359370	-434,583604	-6,157414	1,500000	-0,450000	0,000000	-6,164329	0,021579	0,015394	3583903952,579375	0,000551	0,000529	-0,001053	-0,001090	0,011362	-0,009675
1521,359370	-434,583604	-6,157414	1,500000	-0,450000	0,000000	-6,161207	0,021524	0,015399	3583903952,589373	0,000551	0,000556	-0,001086	-0,001176	0,011390	-0,009657
1521,171881	-434,577068	-6,147563	1,500000	-0,450000	0,000000	-6,155750	0,021444	0,015405	3583903952,599373	0,000551	0,000582	-0,001119	-0,001384	0,011441	-0,009636
1521,171881	-434,577068	-6,147563	1,500000	-0,450000	0,000000	-6,152453	0,021396	0,015409	3583903952,609375	0,000550	0,000609	-0,001152	-0,001476	0,011462	-0,009617
1521,040430	-434,551834	-6,137644	1,500000	-0,450000	0,000000	-6,146562	0,021292	0,015414	3583903952,619376	0,000550	0,000636	-0,001184	-0,001704	0,011536	-0,009593
1521,040430	-434,551834	-6,137644	1,500000	-0,450000	0,000000	-6,143003	0,021230	0,015417	3583903952,629374	0,000549	0,000663	-0,001217	-0,001807	0,011571	-0,009572
1520,940042	-434,579574	-6,130796	1,500000	-0,450000	0,000000	-6,136927	0,021140	0,015428	3583903952,639377	0,000548	0,000690	-0,001249	-0,002042	0,011632	-0,009556
1520,940042	-434,579574	-6,130796	1,500000	-0,450000	0,000000	-6,133257	0,021086	0,015435	3583903952,649371	0,000546	0,000717	-0,001280	-0,002148	0,011658	-0,009540
1520,788122	-434,527199	-6,118443	1,500000	-0,450000	0,000000	-6,128329	0,021013	0,015429	3583903952,659377	0,000545	0,000744	-0,001311	-0,002319	0,011701	-0,009508
1520,788122	-434,527199	-6,118443	1,500000	-0,450000	0,000000	-6,125352	0,020969	0,015425	3583903952,669375	0,000543	0,000771	-0,001341	-0,002386	0,011716	-0,009482
1520,680711	-434,448993	-6,106439	1,500000	-0,450000	0,000000	-6,118665	0,020883	0,015443	3583903952,679378	0,000541	0,000799	-0,001371	-0,002648	0,011774	-0,009473
1520,680711	-434,448993	-6,106439	1,500000	-0,450000	0,000000	-6,114625	0,020830	0,015454	3583903952,689375	0,000538	0,000825	-0,001400	-0,002768	0,011799	-0,009462
1520,553622	-434,466294	-6,099810	1,500000	-0,450000	0,000000	-6,107433	0,020756	0,015492	3583903952,699377	0,000536	0,000852	-0,001428	-0,003052	0,011847	-0,009473
1520,553622	-434,466294	-6,099810	1,500000	-0,450000	0,000000	-6,103088	0,020711	0,015514	3583903952,709374	0,000533	0,000879	-0,001456	-0,003185	0,011865	-0,009474
1520,384372	-434,416796	-6,090596	1,500000	-0,450000	0,000000	-6,097840	0,020634	0,015521	3583903952,719378	0,000529	0,000905	-0,001483	-0,003363	0,011913	-0,009455
1520,384372	-434,416796	-6,090596	1,500000	-0,450000	0,000000	-6,094670	0,020587	0,015525	3583903952,729378	0,000526	0,000932	-0,001509	-0,003432	0,011931	-0,009438
1520,232236	-434,403976	-6,081109	1,500000	-0,450000	0,000000	-6,089108	0,020492	0,015547	3583903952,739379	0,000522	0,000957	-0,001534	-0,003625	0,011999	-0,009432
1520,232236	-434,403976	-6,081109	1,500000	-0,450000	0,000000	-6,085748	0,020435	0,015561	3583903952,749372	0,000518	0,000983	-0,001558	-0,003700	0,012029	-0,009423
1520,097910	-434,344997	-6,073526	1,500000	-0,450000	0,000000	-6,079963	0,020340	0,015574	3583903952,759379	0,000513	0,001009	-0,001582	-0,003903	0,012095	-0,009409
1520,097910	-434,344997	-6,073526	1,500000	-0,450000	0,000000	-6,076469	0,020282	0,015582	3583903952,769377	0,000508	0,001034	-0,001604	-0,003983	0,012124	-0,009394
1519,998704	-434,291186	-6,064445	1,500000	-0,450000	0,000000	-6,071357	0,020195	0,015610	3583903952,779385	0,000502	0,001060	-0,001626	-0,004147	0,012185	-0,009395
1519,998704	-434,291186	-6,064445	1,500000	-0,450000	0,000000	-6,068269	0,020142	0,015627	3583903952,789378	0,000497	0,001084	-0,001647	-0,004204	0,012211	-0,009390
1519,856675	-434,214535	-6,058598	1,500000	-0,450000	0,000000	-6,062810	0,020070	0,015658	3583903952,799377	0,000491	0,001109	-0,001667	-0,004385	0,012255	-0,009397
1519,856675	-434,214535	-6,058598	1,500000	-0,450000	0,000000	-6,059512	0,020027	0,015678	3583903952,809377	0,000484	0,001133	-0,001686	-0,004451	0,012271	-0,009395
1519,726849	-434,098784	-6,051202	1,500000	-0,450000	0,000000	-6,055206	0,019945	0,015719	3583903952,819381	0,000477	0,001157	-0,001704	-0,004569	0,012328	-0,009411
1519,726849	-434,098784	-6,051202	1,500000	-0,450000	0,000000	-6,052605	0,019895	0,015745	3583903952,829378	0,000470	0,001180	-0,001721	-0,004596	0,012351	-0,009415
1519,610691	-434,028640	-6,046103	1,500000	-0,450000	0,000000	-6,048106	0,019814	0,015806	3583903952,839381	0,000463	0,001203	-0,001738	-0,004723	0,012409	-0,009450
1519,610691	-434,028640	-6,046103	1,500000	-0,450000	0,000000	-6,045389	0,019765	0,015843	3583903952,849373	0,000455	0,001225	-0,001754	-0,004756	0,012432	-0,009466
1519,610691	-434,028640	-6,046103	1,500000	-0,450000	0,000000	-6,041730	0,019689	0,015893	3583903952,859378	0,000447	0,001247	-0,001769	-0,004837	0,012483	-0,009491
1519,486092	-433,957630	-6,042213	1,500000	-0,450000	0,000000	-6,039520	0,019643	0,015923	3583903952,869382	0,000439	0,001268	-0,001783	-0,004842	0,012503	-0,009500
1519,333228	-433,932449	-6,041026	1,500000	-0,450000	0,000000	-6,038186	0,019616	0,015941	3583903952,879381	0,000431	0,001289	-0,001796	-0,004801	0,012503	-0,009499
1519,333228	-433,932449	-6,041026	1,500000	-0,450000	0,000000	-6,035841	0,019550	0,015980	3583903952,889379	0,000422	0,001310	-0,001808	-0,004813	0,012544	-0,009515
1519,204174	-433,844914	-6,038286	1,500000	-0,450000	0,000000	-6,033954	0,019449	0,016014	3583903952,899382	0,000413	0,001329	-0,001820	-0,004801	0,012618	-0,009521
1519,204174	-433,844914	-6,038286	1,500000	-0,450000	0,000000	-6,032815	0,019389	0,016034	3583903952,909381	0,000404	0,001348	-0,001831	-0,004750	0,012652	-0,009519
1519,034674	-433,791807	-6,037377	1,500000	-0,450000	0,000000	-6,031043	0,019301	0,016081	3583903952,919383	0,000395	0,001367	-0,001841	-0,004732	0,012715	-0,009540
1519,034674	-433,791807	-6,037377	1,500000	-0,450000	0,000000	-6,029973	0,019248	0,016109	3583903952,929380	0,000385	0,001385	-0,001850	-0,004678	0,012742	-0,009547
1519,034674	-433,791807	-6,037377	1,500000	-0,450000	0,000000	-6,028968	0,019149	0,016148	3583903952,939381	0,000376	0,001403	-0,001858	-0,004621	0,012815	-0,009559
1518,932391	-433,737336	-6,037304	1,500000	-0,450000	0,000000	-6,028361	0,019089	0,016171	3583903952,949377	0,000366	0,001419	-0,001866	-0,004544	0,012848	-0,009559
1518,808144	-433,656775	-6,036374	1,500000	-0,450000	0,000000	-6,027996	0,019053	0,016185	3583903952,959384	0,000356	0,001436	-0,001873	-0,004454	0,012857	-0,009553
1518,808144	-433,656775	-6,036374	1,500000	-0,450000	0,000000	-6,027746	0,018991	0,016215	3583903952,969383	0,000346	0,001451	-0,001879	-0,004360	0,012893	-0,009561
1518,647956	-433,626524	-6,037896	1,500000	-0,450000	0,000000	-6,027228	0,018904	0,016264	3583903952,979385	0,000338	0,001465	-0,001886	-0,004280	0,012956	-0,009586
1518,647956	-433,626524	-6,037896	1,500000	-0,450000	0,000000	-6,026916	0,018851	0,016295	3583903952,989382	0,000329	0,001479	-0,001892	-0,004191	0,012982	-0,009594
