x_m	y_m	psi_m	x_ref	y_ref	psi_ref	psi_error	x_error	y_error	Absolute Time	tau_commanded_psi	tau_commanded_x	tau_commanded_y	tau_psi	tau_surge	tau_sway
1537,680882	-440,310869	0,270796	1,500000	-0,450000	0,000000	0,261444	0,037677	0,009669	3583904972,592264	0,039610	0,009354	-0,009648	-0,027731	-0,023137	-0,002343
1537,611565	-440,312135	0,273044	1,500000	-0,450000	0,000000	0,264166	0,037657	0,009675	3583904972,602266	0,039612	0,009313	-0,009655	-0,027726	-0,023107	-0,002347
1537,611565	-440,312135	0,273044	1,500000	-0,450000	0,000000	0,265808	0,037644	0,009679	3583904972,612264	0,039613	0,009272	-0,009661	-0,027665	-0,023085	-0,002349
1537,546945	-440,301866	0,274803	1,500000	-0,450000	0,000000	0,267689	0,037609	0,009680	3583904972,622266	0,039614	0,009232	-0,009668	-0,027617	-0,023041	-0,002349
1537,546945	-440,301866	0,274803	1,500000	-0,450000	0,000000	0,268823	0,037588	0,009681	3583904972,632266	0,039616	0,009192	-0,009674	-0,027531	-0,023010	-0,002349
1537,526933	-440,283029	0,277930	1,500000	-0,450000	0,000000	0,270203	0,037550	0,009686	3583904972,642267	0,039617	0,009152	-0,009680	-0,027457	-0,022962	-0,002352
1537,526933	-440,283029	0,277930	1,500000	-0,450000	0,000000	0,271035	0,037527	0,009689	3583904972,652265	0,039619	0,009113	-0,009686	-0,027356	-0,022930	-0,002354
1537,496335	-440,291206	0,280200	1,500000	-0,450000	0,000000	0,272774	0,037505	0,009698	3583904972,662267	0,039621	0,009075	-0,009692	-0,027303	-0,022899	-0,002362
1537,496335	-440,291206	0,280200	1,500000	-0,450000	0,000000	0,273822	0,037492	0,009703	3583904972,672264	0,039623	0,009037	-0,009697	-0,027215	-0,022876	-0,002366
1537,417307	-440,284370	0,280643	1,500000	-0,450000	0,000000	0,275353	0,037472	0,009704	3583904972,682268	0,039624	0,009000	-0,009703	-0,027152	-0,022847	-0,002364
1537,417307	-440,284370	0,280643	1,500000	-0,450000	0,000000	0,276276	0,037459	0,009704	3583904972,692267	0,039626	0,008963	-0,009708	-0,027058	-0,022826	-0,002363
1537,385313	-440,252894	0,283046	1,500000	-0,450000	0,000000	0,277007	0,037421	0,009706	3583904972,702269	0,039628	0,008927	-0,009713	-0,026955	-0,022778	-0,002365
1537,385313	-440,252894	0,283046	1,500000	-0,450000	0,000000	0,277447	0,037397	0,009708	3583904972,712265	0,039630	0,008892	-0,009717	-0,026837	-0,022745	-0,002366
1537,361789	-440,286499	0,286233	1,500000	-0,450000	0,000000	0,278663	0,037371	0,009722	3583904972,722268	0,039632	0,008858	-0,009722	-0,026761	-0,022709	-0,002378
1537,361789	-440,286499	0,286233	1,500000	-0,450000	0,000000	0,279395	0,037354	0,009730	3583904972,732266	0,039635	0,008824	-0,009726	-0,026660	-0,022684	-0,002385
1537,309781	-440,260726	0,287093	1,500000	-0,450000	0,000000	0,281098	0,037335	0,009721	3583904972,742270	0,039637	0,008791	-0,009730	-0,026610	-0,022656	-0,002375
1537,309781	-440,260726	0,287093	1,500000	-0,450000	0,000000	0,282125	0,037324	0,009716	3583904972,752269	0,039639	0,008758	-0,009734	-0,026526	-0,022636	-0,002369
1537,266516	-440,285157	0,290508	1,500000	-0,450000	0,000000	0,283084	0,037296	0,009723	3583904972,762270	0,039641	0,008726	-0,009737	-0,026439	-0,022599	-0,002375
1537,266516	-440,285157	0,290508	1,500000	-0,450000	0,000000	0,283662	0,037280	0,009728	3583904972,772267	0,039643	0,008695	-0,009740	-0,026333	-0,022574	-0,002378
1537,219868	-440,321236	0,292972	1,500000	-0,450000	0,000000	0,285361	0,037252	0,009721	3583904972,782269	0,039645	0,008665	-0,009743	-0,026286	-0,022538	-0,002370
1537,219868	-440,321236	0,292972	1,500000	-0,450000	0,000000	0,286386	0,037236	0,009716	3583904972,792267	0,039648	0,008634	-0,009746	-0,026204	-0,022513	-0,002364
1537,198792	-440,321801	0,296654	1,500000	-0,450000	0,000000	0,287979	0,037208	0,009699	3583904972,802271	0,039650	0,008605	-0,009749	-0,026153	-0,022476	-0,002346
1537,198792	-440,321801	0,296654	1,500000	-0,450000	0,000000	0,288940	0,037190	0,009689	3583904972,812271	0,039651	0,008575	-0,009752	-0,026069	-0,022450	-0,002334
1537,195125	-440,335279	0,298355	1,500000	-0,450000	0,000000	0,290976	0,037172	0,009683	3583904972,822269	0,039653	0,008546	-0,009754	-0,026042	-0,022423	-0,002326
1537,195125	-440,335279	0,298355	1,500000	-0,450000	0,000000	0,292205	0,037160	0,009679	3583904972,832269	0,039655	0,008518	-0,009757	-0,025973	-0,022403	-0,002321
1537,171006	-440,329610	0,303966	1,500000	-0,450000	0,000000	0,293619	0,037152	0,009671	3583904972,842271	0,039657	0,008489	-0,009759	-0,025914	-0,022386	-0,002312
1537,171006	-440,329610	0,303966	1,500000	-0,450000	0,000000	0,294472	0,037147	0,009667	3583904972,852270	0,039658	0,008462	-0,009761	-0,025826	-0,022373	-0,002306
1537,155482	-440,375659	0,308028	1,500000	-0,450000	0,000000	0,297206	0,037134	0,009666	3583904972,862272	0,039660	0,008435	-0,009763	-0,025838	-0,022352	-0,002303
1537,155482	-440,375659	0,308028	1,500000	-0,450000	0,000000	0,298857	0,037127	0,009666	3583904972,872269	0,039661	0,008408	-0,009765	-0,025792	-0,022336	-0,002302
1537,150181	-440,416134	0,312044	1,500000	-0,450000	0,000000	0,301460	0,037116	0,009647	3583904972,882272	0,039662	0,008381	-0,009766	-0,025797	-0,022317	-0,002281
1537,150181	-440,416134	0,312044	1,500000	-0,450000	0,000000	0,303032	0,037110	0,009636	3583904972,892270	0,039663	0,008354	-0,009768	-0,025748	-0,022302	-0,002268
1537,150181	-440,416134	0,312044	1,500000	-0,450000	0,000000	0,305569	0,037104	0,009614	3583904972,902272	0,039664	0,008328	-0,009770	-0,025750	-0,022288	-0,002244
1537,174161	-440,417140	0,316559	1,500000	-0,450000	0,000000	0,307101	0,037100	0,009600	3583904972,912273	0,039665	0,008301	-0,009771	-0,025699	-0,022276	-0,002229
1537,142672	-440,414222	0,323260	1,500000	-0,450000	0,000000	0,308025	0,037098	0,009591	3583904972,922274	0,039666	0,008275	-0,009773	-0,025617	-0,022266	-0,002219
1537,142672	-440,414222	0,323260	1,500000	-0,450000	0,000000	0,310368	0,037106	0,009586	3583904972,932272	0,039666	0,008250	-0,009774	-0,025610	-0,022266	-0,002212
1537,123524	-440,468668	0,328228	1,500000	-0,450000	0,000000	0,314435	0,037098	0,009584	3583904972,942275	0,039667	0,008225	-0,009775	-0,025693	-0,022251	-0,002207
1537,123524	-440,468668	0,328228	1,500000	-0,450000	0,000000	0,316891	0,037094	0,009583	3583904972,952271	0,039667	0,008199	-0,009776	-0,025691	-0,022238	-0,002204
1537,128311	-440,508192	0,334162	1,500000	-0,450000	0,000000	0,320339	0,037083	0,009560	3583904972,962275	0,039667	0,008173	-0,009778	-0,025742	-0,022220	-0,002179
1537,128311	-440,508192	0,334162	1,500000	-0,450000	0,000000	0,322421	0,037077	0,009547	3583904972,972271	0,039666	0,008147	-0,009779	-0,025720	-0,022206	-0,002164
1537,151766	-440,535871	0,339538	1,500000	-0,450000	0,000000	0,326026	0,037075	0,009523	3583904972,982274	0,039666	0,008120	-0,009781	-0,025778	-0,022196	-0,002138
1537,151766	-440,535871	0,339538	1,500000	-0,450000	0,000000	0,328202	0,037074	0,009509	3583904972,992274	0,039665	0,008093	-0,009782	-0,025761	-0,022187	-0,002122
1537,119520	-440,574872	0,345418	1,500000	-0,450000	0,000000	0,331644	0,037083	0,009489	3583904973,002275	0,039664	0,008067	-0,009784	-0,025811	-0,022188	-0,002100
1537,119520	-440,574872	0,345418	1,500000	-0,450000	0,000000	0,333722	0,037088	0,009477	3583904973,012272	0,039663	0,008040	-0,009785	-0,025788	-0,022185	-0,002087
1537,154085	-440,590745	0,351189	1,500000	-0,450000	0,000000	0,337303	0,037078	0,009455	3583904973,022275	0,039662	0,008013	-0,009787	-0,025845	-0,022168	-0,002062
1537,154085	-440,590745	0,351189	1,500000	-0,450000	0,000000	0,339465	0,037072	0,009441	3583904973,032274	0,039660	0,007985	-0,009789	-0,025827	-0,022154	-0,002047
1537,123406	-440,602989	0,357779	1,500000	-0,450000	0,000000	0,343054	0,037083	0,009426	3583904973,042277	0,039659	0,007958	-0,009790	-0,025883	-0,022156	-0,002030
1537,123406	-440,602989	0,357779	1,500000	-0,450000	0,000000	0,345220	0,037089	0,009418	3583904973,052275	0,039657	0,007930	-0,009792	-0,025865	-0,022155	-0,002020
1537,115231	-440,648519	0,363643	1,500000	-0,450000	0,000000	0,349136	0,037080	0,009407	3583904973,062277	0,039655	0,007903	-0,009794	-0,025939	-0,022139	-0,002008
1537,115231	-440,648519	0,363643	1,500000	-0,450000	0,000000	0,351501	0,037075	0,009401	3583904973,072274	0,039653	0,007875	-0,009795	-0,025930	-0,022126	-0,002000
1537,101853	-440,656422	0,369201	1,500000	-0,450000	0,000000	0,355249	0,037069	0,009380	3583904973,082276	0,039650	0,007847	-0,009797	-0,025995	-0,022112	-0,001977
1537,101853	-440,656422	0,369201	1,500000	-0,450000	0,000000	0,357512	0,037065	0,009366	3583904973,092274	0,039648	0,007818	-0,009799	-0,025981	-0,022100	-0,001962
1537,089685	-440,629957	0,375669	1,500000	-0,450000	0,000000	0,361077	0,037057	0,009355	3583904973,102277	0,039645	0,007790	-0,009801	-0,026035	-0,022085	-0,001949
1537,089685	-440,629957	0,375669	1,500000	-0,450000	0,000000	0,363230	0,037053	0,009349	3583904973,112276	0,039642	0,007761	-0,009803	-0,026015	-0,022073	-0,001942
1537,129723	-440,645121	0,382603	1,500000	-0,450000	0,000000	0,367089	0,037045	0,009355	3583904973,122278	0,039639	0,007732	-0,009805	-0,026085	-0,022058	-0,001946
1537,129723	-440,645121	0,382603	1,500000	-0,450000	0,000000	0,369419	0,037041	0,009359	3583904973,132276	0,039636	0,007702	-0,009807	-0,026074	-0,022045	-0,001949
1537,097520	-440,604680	0,390610	1,500000	-0,450000	0,000000	0,373570	0,037054	0,009355	3583904973,142279	0,039633	0,007673	-0,009809	-0,026158	-0,022051	-0,001943
1537,097520	-440,604680	0,390610	1,500000	-0,450000	0,000000	0,376076	0,037062	0,009353	3583904973,152277	0,039630	0,007643	-0,009811	-0,026156	-0,022052	-0,001940
1537,091996	-440,617905	0,395943	1,500000	-0,450000	0,000000	0,380758	0,037054	0,009368	3583904973,162279	0,039626	0,007613	-0,009814	-0,026267	-0,022036	-0,001952
1537,091996	-440,617905	0,395943	1,500000	-0,450000	0,000000	0,383585	0,037049	0,009377	3583904973,172275	0,039623	0,007583	-0,009816	-0,026281	-0,022024	-0,001959
1537,048094	-440,605644	0,400344	1,500000	-0,450000	0,000000	0,387403	0,037044	0,009377	3583904973,182280	0,039619	0,007552	-0,009818	-0,026347	-0,022012	-0,001957
1537,048094	-440,605644	0,400344	1,500000	-0,450000	0,000000	0,389708	0,037041	0,009377	3583904973,192276	0,039615	0,007521	-0,009821	-0,026332	-0,022001	-0,001956
1537,059782	-440,571937	0,407277	1,500000	-0,450000	0,000000	0,392840	0,037021	0,009382	3583904973,202279	0,039612	0,007489	-0,009823	-0,026361	-0,021975	-0,001960
1537,059782	-440,571937	0,407277	1,500000	-0,450000	0,000000	0,394731	0,037010	0,009385	3583904973,212278	0,039608	0,007458	-0,009826	-0,026325	-0,021955	-0,001962
1537,076924	-440,526862	0,411711	1,500000	-0,450000	0,000000	0,398617	0,037007	0,009400	3583904973,222276	0,039604	0,007427	-0,009828	-0,026394	-0,021946	-0,001975
1537,076924	-440,526862	0,411711	1,500000	-0,450000	0,000000	0,400962	0,037006	0,009409	3583904973,232278	0,039600	0,007395	-0,009831	-0,026382	-0,021937	-0,001983
1537,041734	-440,522998	0,417823	1,500000	-0,450000	0,000000	0,404133	0,037012	0,009432	3583904973,242281	0,039596	0,007364	-0,009833	-0,026413	-0,021936	-0,002005
1537,041734	-440,522998	0,417823	1,500000	-0,450000	0,000000	0,406047	0,037015	0,009446	3583904973,252278	0,039592	0,007332	-0,009835	-0,026377	-0,021932	-0,002018
1537,011386	-440,457408	0,423426	1,500000	-0,450000	0,000000	0,409621	0,037003	0,009456	3583904973,262281	0,039588	0,007301	-0,009838	-0,026430	-0,021913	-0,002026
1537,011386	-440,457408	0,423426	1,500000	-0,450000	0,000000	0,411779	0,036996	0,009463	3583904973,272278	0,039584	0,007270	-0,009840	-0,026407	-0,021899	-0,002031
1536,989617	-440,451750	0,429977	1,500000	-0,450000	0,000000	0,415299	0,036980	0,009492	3583904973,282282	0,039580	0,007238	-0,009842	-0,026456	-0,021876	-0,002058
1536,989617	-440,451750	0,429977	1,500000	-0,450000	0,000000	0,417423	0,036970	0,009510	3583904973,292280	0,039576	0,007206	-0,009845	-0,026432	-0,021859	-0,002075
1536,932587	-440,404750	0,437407	1,500000	-0,450000	0,000000	0,421299	0,036956	0,009523	3583904973,302282	0,039572	0,007175	-0,009847	-0,026499	-0,021837	-0,002086
1536,932587	-440,404750	0,437407	1,500000	-0,450000	0,000000	0,423638	0,036947	0,009531	3583904973,312280	0,039568	0,007143	-0,009849	-0,026486	-0,021821	-0,002092
1536,935179	-440,358429	0,444256	1,500000	-0,450000	0,000000	0,427991	0,036919	0,009554	3583904973,322282	0,039564	0,007111	-0,009852	-0,026578	-0,021786	-0,002113
1536,935179	-440,358429	0,444256	1,500000	-0,450000	0,000000	0,430620	0,036902	0,009568	3583904973,332280	0,039560	0,007078	-0,009854	-0,026579	-0,021763	-0,002125
1536,889610	-440,319458	0,450892	1,500000	-0,450000	0,000000	0,434917	0,036893	0,009595	3583904973,342284	0,039556	0,007045	-0,009857	-0,026668	-0,021747	-0,002149
1536,889610	-440,319458	0,450892	1,500000	-0,450000	0,000000	0,437512	0,036887	0,009612	3583904973,352282	0,039551	0,007011	-0,009860	-0,026667	-0,021734	-0,002164
1536,888010	-440,288439	0,457475	1,500000	-0,450000	0,000000	0,441704	0,036866	0,009637	3583904973,362283	0,039547	0,006978	-0,009862	-0,026749	-0,021707	-0,002186
1536,888010	-440,288439	0,457475	1,500000	-0,450000	0,000000	0,444236	0,036853	0,009652	3583904973,372281	0,039543	0,006943	-0,009865	-0,026744	-0,021687	-0,002200
1536,852528	-440,243064	0,465050	1,500000	-0,450000	0,000000	0,448369	0,036845	0,009674	3583904973,382284	0,039539	0,006909	-0,009868	-0,026823	-0,021672	-0,002218
1536,852528	-440,243064	0,465050	1,500000	-0,450000	0,000000	0,450865	0,036839	0,009687	3583904973,392282	0,039534	0,006874	-0,009871	-0,026815	-0,021660	-0,002229
1536,795795	-440,267916	0,469879	1,500000	-0,450000	0,000000	0,455370	0,036822	0,009712	3583904973,402285	0,039530	0,006839	-0,009874	-0,026913	-0,021636	-0,002252
1536,795795	-440,267916	0,469879	1,500000	-0,450000	0,000000	0,458090	0,036812	0,009728	3583904973,412283	0,039526	0,006803	-0,009877	-0,026917	-0,021619	-0,002265
1536,810668	-440,226343	0,478599	1,500000	-0,450000	0,000000	0,461643	0,036783	0,009727	3583904973,422285	0,039521	0,006768	-0,009881	-0,026964	-0,021584	-0,002262
1536,810668	-440,226343	0,478599	1,500000	-0,450000	0,000000	0,463787	0,036766	0,009727	3583904973,432282	0,039517	0,006731	-0,009884	-0,026937	-0,021560	-0,002260
1536,733347	-440,197950	0,485969	1,500000	-0,450000	0,000000	0,468533	0,036761	0,009744	3583904973,442285	0,039512	0,006695	-0,009887	-0,027046	-0,021549	-0,002272
1536,733347	-440,197950	0,485969	1,500000	-0,450000	0,000000	0,471399	0,036758	0,009753	3583904973,452283	0,039508	0,006658	-0,009891	-0,027057	-0,021540	-0,002280
1536,718766	-440,174134	0,493086	1,500000	-0,450000	0,000000	0,476046	0,036726	0,009771	3583904973,462290	0,039503	0,006621	-0,009894	-0,027160	-0,021501	-0,002293
1536,718766	-440,174134	0,493086	1,500000	-0,450000	0,000000	0,478851	0,036707	0,009781	3583904973,472282	0,039498	0,006583	-0,009898	-0,027166	-0,021475	-0,002301
1536,641412	-440,156101	0,499707	1,500000	-0,450000	0,000000	0,483362	0,036689	0,009797	3583904973,482285	0,039494	0,006545	-0,009902	-0,027262	-0,021451	-0,002314
1536,641412	-440,156101	0,499707	1,500000	-0,450000	0,000000	0,486086	0,036678	0,009806	3583904973,492283	0,039546	0,006561	-0,009852	-0,027263	-0,021434	-0,002321
1536,641421	-440,160392	0,505694	1,500000	-0,450000	0,000000	0,490350	0,036641	0,009819	3583904973,502286	0,039599	0,006576	-0,009802	-0,027345	-0,021391	-0,002330
1536,641421	-440,160392	0,505694	1,500000	-0,450000	0,000000	0,492925	0,036619	0,009827	3583904973,512283	0,039652	0,006588	-0,009752	-0,027338	-0,021362	-0,002336
1536,563963	-440,098450	0,514100	1,500000	-0,450000	0,000000	0,496849	0,036606	0,009830	3583904973,522287	0,039706	0,006599	-0,009702	-0,027401	-0,021343	-0,002335
1536,563963	-440,098450	0,514100	1,500000	-0,450000	0,000000	0,499218	0,036597	0,009832	3583904973,532284	0,039760	0,006608	-0,009651	-0,027383	-0,021328	-0,002335
1536,517267	-440,128135	0,518403	1,500000	-0,450000	0,000000	0,503975	0,036562	0,009857	3583904973,542288	0,039814	0,006616	-0,009600	-0,027490	-0,021287	-0,002357
1536,517267	-440,128135	0,518403	1,500000	-0,450000	0,000000	0,506847	0,036540	0,009873	3583904973,552284	0,039869	0,006621	-0,009549	-0,027497	-0,021259	-0,002370
1536,500481	-440,099882	0,524394	1,500000	-0,450000	0,000000	0,510283	0,036509	0,009870	3583904973,562287	0,039924	0,006625	-0,009498	-0,027534	-0,021222	-0,002364
